testId,gameName,component,baselineSelection,baselineSimulation,baselineBackprop,baselineFinalMove,variantSelection,variantSimulation,variantBackprop,variantFinalMove,moveTimeSeconds,gamesPerMatchup,maxMoves,usesHeuristic,variantWins,baselineWins,draws,failures,completedGames,attemptedGames,averageMoves,lastError
T1011,"Um el-Bagara",FULL,UCB1,Random,MonteCarlo,Robust,McBRAVE,LGR,"Implicit Minimax","Proportional Exp",1.000000,100,2000,1,0,100,0,0,100,100,45.1200,
