testId,gameName,component,baselineSelection,baselineSimulation,baselineBackprop,baselineFinalMove,variantSelection,variantSimulation,variantBackprop,variantFinalMove,moveTimeSeconds,gamesPerMatchup,maxMoves,usesHeuristic,variantWins,baselineWins,draws,failures,completedGames,attemptedGames,averageMoves,lastError
T395,"Queah Game",FULL,UCB1,Random,MonteCarlo,Robust,McBRAVE,"HS Playout",AlphaGo,MaxAvgScore,1.000000,100,2000,1,0,100,0,0,100,100,55.6800,
