testId,gameName,component,baselineSelection,baselineSimulation,baselineBackprop,baselineFinalMove,variantSelection,variantSimulation,variantBackprop,variantFinalMove,moveTimeSeconds,gamesPerMatchup,maxMoves,usesHeuristic,variantWins,baselineWins,draws,failures,completedGames,attemptedGames,averageMoves,lastError
T1578,Mankala,FULL,UCB1,Random,MonteCarlo,Robust,McGRAVE,Random,AlphaGo,"Proportional Exp",0.500000,100,2000,1,0,98,2,0,100,100,177.6600,
