variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,81,100,180,1,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,33,48,80,3,1,11,3,4,33,5.58,3.15,2.42,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,9,16,24,2,1,4,4,4,18,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,0,16,20,2,2,5,5,4,18,2.5,2.5,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,2,5,6,2,1,3,5,2,7,2.4,2.4,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,MAST,Implicit Minimax,Proportional Exp,0.16666666666666666,0.5,1000,2,36,33,70,2,1,7,7,12,33,4.36,4.24,0.12,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.3333333333333333,0.5,1000,2,25,36,60,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.2,0.5,1000,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.43333333333333335,0.5,1000,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.16666666666666666,0.5,1000,2,42,56,97,2,2,7,6,4,44,6.24,3.38,2.86,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,36,49,84,2,2,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.03333333333333333,0.5,1000,2,36,49,84,4,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.36666666666666664,0.5,1000,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.43333333333333335,0.5,1000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.4,0.5,1000,2,81,100,180,2,2,9,9,4,81,6.72,3.56,3.16,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,Implicit Minimax,Robust,0.4666666666666667,0.5,1000,2,6,10,15,2,2,5,9,5,18,3.5,3.0,0.5,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.6333333333333333,0.5,1000,2,169,196,364,3,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.3,0.5,1000,2,225,256,480,3,1,15,15,4,225,7.22,3.73,3.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.06666666666666667,0.5,1000,2,4,10,13,2,1,1,4,2,4,1.5,1.5,0.0,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.1,0.5,1000,2,7,16,22,2,1,1,7,2,7,1.71,1.71,0.0,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.5666666666666667,0.5,1000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.3333333333333333,0.5,1000,2,81,100,180,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.13333333333333333,0.5,1000,2,36,49,84,2,3,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.03333333333333333,0.5,1000,2,30,42,71,2,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.06666666666666667,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,Robust,0.5,0.5,1000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,Random,MonteCarlo,Robust,0.5,0.5,1000,2,2,8,28,1,1,11,11,28,28,12.0,12.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,30,42,71,2,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,9,16,24,2,2,3,3,4,11,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.03333333333333333,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.4,0.5,1000,2,25,36,60,2,2,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.2,0.5,1000,2,49,64,112,2,2,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.1,0.5,1000,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,42,38,79,2,1,8,9,7,38,4.79,4.16,0.63,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.06666666666666667,0.5,1000,2,81,100,180,2,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.06666666666666667,0.5,1000,2,0,16,20,2,2,5,5,4,18,2.5,2.5,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,36,49,84,2,1,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.06666666666666667,0.5,1000,2,9,16,24,6,1,3,3,4,15,4.44,2.67,1.78,1,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.0,0.5,1000,2,196,225,420,2,1,15,15,4,225,7.22,3.73,3.48,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.03333333333333333,0.5,1000,2,0,18,30,2,2,9,13,3,20,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.36666666666666664,0.5,1000,2,0,19,36,2,2,10,9,6,21,3.79,3.79,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.5,0.5,1000,2,25,36,60,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.03333333333333333,0.5,1000,2,8,9,16,2,3,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.5333333333333333,0.5,1000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,NST,MonteCarlo,MaxAvgScore,0.2,0.5,1000,2,144,169,312,2,2,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.7,0.5,1000,2,121,144,264,2,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.23333333333333334,0.5,1000,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.4666666666666667,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.5666666666666667,0.5,1000,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.23333333333333334,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.4,0.5,1000,2,12,27,36,3,1,9,3,12,45,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,64,81,144,1,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Score Bounded,Proportional Exp,0.5,0.5,1000,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,0,25,40,2,2,7,7,4,27,3.2,3.2,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,16,25,40,2,1,4,4,4,18,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.03333333333333333,0.5,1000,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.16666666666666666,0.5,1000,2,0,24,32,2,3,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.16666666666666666,0.5,1000,2,25,36,60,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,8,9,16,2,2,3,3,4,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Robust,0.5,0.5,1000,2,12,11,22,2,1,5,3,2,11,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.4666666666666667,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.03333333333333333,0.5,1000,2,144,256,384,2,1,12,12,64,144,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,0,9,12,2,1,3,3,4,11,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.16666666666666666,0.5,1000,2,36,49,84,2,1,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.16666666666666666,0.5,1000,2,25,36,60,2,2,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.6666666666666666,0.5,1000,2,70,174,243,2,1,7,13,4,70,9.26,5.06,4.2,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.3,0.5,1000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.5,0.5,1000,2,1261,2646,3906,4,1,41,41,6,1265,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Implicit Minimax,MaxAvgScore,0.5,0.5,1000,2,36,31,68,2,1,7,5,7,31,4.52,4.39,0.13,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.16666666666666666,0.5,1000,2,25,36,60,3,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.3,0.5,1000,2,9,16,24,4,2,4,4,4,41,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.26666666666666666,0.5,1000,2,180,208,387,2,1,12,15,4,180,7.12,3.7,3.42,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.06666666666666667,0.5,1000,2,25,36,60,3,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,0,9,16,2,3,3,3,8,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.06666666666666667,0.5,1000,2,1681,1764,3444,4,2,41,41,4,1681,7.71,3.9,3.81,1,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,27,40,66,2,1,10,4,4,40,6.0,3.3,2.7,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,0,9,16,2,2,3,3,8,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,Random,Implicit Minimax,Robust,0.4,0.5,1000,2,16,25,40,2,4,4,4,4,17,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,16,25,40,2,1,4,8,4,16,5.25,3.0,2.25,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.0,0.5,1000,2,0,24,32,2,3,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,0,9,16,2,1,3,3,8,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.2,0.5,1000,2,30,42,71,2,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,0,16,20,2,2,5,5,4,18,2.5,2.5,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,0,18,24,2,2,9,13,3,20,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.3333333333333333,0.5,1000,2,14,30,96,3,1,7,7,4,32,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.3333333333333333,0.5,1000,2,14,30,96,3,1,4,4,4,33,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,MAST,MonteCarlo,MaxAvgScore,0.5,0.5,1000,2,0,10,15,2,2,4,3,4,12,3.0,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.5,0.5,1000,2,14,30,96,3,1,4,4,4,33,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.43333333333333335,0.5,1000,2,14,30,96,2,1,4,4,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.26666666666666666,0.5,1000,2,14,30,96,2,1,4,4,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.6,0.5,1000,2,14,30,96,3,2,4,4,4,35,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.3333333333333333,0.5,1000,2,25,36,60,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.3,0.5,1000,2,0,24,32,2,1,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.2,0.5,1000,2,5,12,16,2,2,4,4,12,19,3.0,2.67,0.33,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.43333333333333335,0.5,1000,2,88,210,297,3,1,9,12,6,88,9.82,5.25,4.57,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,Score Bounded,Proportional Exp,0.03333333333333333,0.5,1000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.36666666666666664,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.4,0.5,1000,2,30,42,71,2,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,3,30,50,2,2,15,24,5,35,4.33,3.33,1.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,25,36,60,2,2,5,5,4,41,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.06666666666666667,0.5,1000,2,85,144,232,4,1,11,11,24,85,4.61,2.54,2.07,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,9,16,24,6,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.4,0.5,1000,2,12,20,31,3,1,3,4,4,12,4.83,2.83,2.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Score Bounded,MaxAvgScore,0.43333333333333335,0.5,1000,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.3333333333333333,0.5,1000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.26666666666666666,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,0,7,10,2,2,3,5,3,9,2.86,2.86,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.0,0.5,1000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.06666666666666667,0.5,1000,2,9,16,24,2,2,3,3,4,11,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.1,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.2,0.5,1000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
