job_base,game,variant,variant_select,variant_simulation,variant_backprop,variant_finalmove,wins,games,winrate,avgMoves,moveTime,gamesPerMatchup,maxMoves,cpus,mem,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
planned_T28_5918360,El Zorro,Alpha-Beta | Random | Implicit Minimax | MaxAvgScore,Alpha-Beta,Random,Implicit Minimax,MaxAvgScore,0,30,0.0,921.1,0.5,30,1000,4,7G,2,40,33,72,2,1,7,7,16,33,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T290_5918622,Li'b al-'Aqil,McGRAVE | MAST | MonteCarlo | Robust,McGRAVE,MAST,MonteCarlo,Robust,0,30,0.0,982.6,0.5,30,1000,4,7G,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T291_5918623,Li'b al-Ghashim,Progressive Widening | Random | MonteCarlo | Proportional Exp,Progressive Widening,Random,MonteCarlo,Proportional Exp,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T292_5918624,Lontu-Holo,Progressive Widening | MAST | Score Bounded | MaxAvgScore,Progressive Widening,MAST,Score Bounded,MaxAvgScore,29,30,0.9666666666666667,362.0,0.5,30,1000,4,7G,2,7,14,20,1,6,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T293_5918625,Luuth,Progressive Widening | NST | Implicit Minimax | Robust,Progressive Widening,NST,Implicit Minimax,Robust,0,30,0.0,675.9,0.5,30,1000,4,7G,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T294_5918626,Main Chongkak,Implicit Minimax | Random | Implicit Minimax | MaxAvgScore,Implicit Minimax,Random,Implicit Minimax,MaxAvgScore,7,30,0.23333333333333334,914.4,0.5,30,1000,4,7G,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T295_5918627,Mangala (Bedouin),Alpha-Beta | Random | Score Bounded | Robust,Alpha-Beta,Random,Score Bounded,Robust,0,30,0.0,34.2,0.5,30,1000,4,7G,2,5,12,16,1,4,2,6,4,20,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T296_5918628,Mangala (Suez),Implicit Minimax | MAST | Score Bounded | Proportional Exp,Implicit Minimax,MAST,Score Bounded,Proportional Exp,12,30,0.4,118.5,0.5,30,1000,4,7G,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T297_5918629,Mangala (Turkey),Alpha-Beta | NST | Implicit Minimax | Proportional Exp,Alpha-Beta,NST,Implicit Minimax,Proportional Exp,0,30,0.0,44.8,0.5,30,1000,4,7G,2,6,14,19,1,1,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T298_5918630,Mank,UCB1 | MAST | Implicit Minimax | Robust,UCB1,MAST,Implicit Minimax,Robust,4,30,0.13333333333333333,53.8,0.5,30,1000,4,7G,2,9,18,26,1,1,2,10,2,18,4.44,2.89,1.56,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T299_5918631,Mankala,UCB1 | NST | Score Bounded | MaxAvgScore,UCB1,NST,Score Bounded,MaxAvgScore,7,30,0.23333333333333334,228.8,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T29_5918361,Fox and Geese,Alpha-Beta | MAST | MonteCarlo | Proportional Exp,Alpha-Beta,MAST,MonteCarlo,Proportional Exp,15,30,0.5,466.3,0.5,30,1000,4,7G,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T300_5918632,Mawkar Katiya,UCB1 | Random | MonteCarlo | Proportional Exp,UCB1,Random,MonteCarlo,Proportional Exp,2,30,0.06666666666666667,923.6,0.5,30,1000,4,7G,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T301_5918633,Meusueb,UCB1 tuned | Random | Score Bounded | Robust,UCB1 tuned,Random,Score Bounded,Robust,15,30,0.5,238.5,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T302_5918634,Mewelad,UCB1 tuned | MAST | MonteCarlo | MaxAvgScore,UCB1 tuned,MAST,MonteCarlo,MaxAvgScore,7,30,0.23333333333333334,835.1,0.5,30,1000,4,7G,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T303_5918635,Motiq,UCB1 GRAVE | Random | Implicit Minimax | MaxAvgScore,UCB1 GRAVE,Random,Implicit Minimax,MaxAvgScore,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T304_5918636,Ntyenge,UCB1 GRAVE | NST | MonteCarlo | Robust,UCB1 GRAVE,NST,MonteCarlo,Robust,0,30,0.0,390.5,0.5,30,1000,4,7G,2,7,16,22,1,1,2,8,4,25,4.5,2.75,1.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T305_5918637,O An Quan,Progressive History | MAST | Implicit Minimax | Proportional Exp,Progressive History,MAST,Implicit Minimax,Proportional Exp,0,30,0.0,180.8,0.5,30,1000,5,7G,2,6,12,17,2,2,2,7,2,22,4.17,2.83,1.33,1,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T306_5918638,Obridje,McBRAVE | NST | Score Bounded | Proportional Exp,McBRAVE,NST,Score Bounded,Proportional Exp,0,30,0.0,103.6,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T307_5918639,Okwe (Nigeria),UCB1 tuned | NST | Implicit Minimax | Proportional Exp,UCB1 tuned,NST,Implicit Minimax,Proportional Exp,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,9,20,28,1,2,2,10,4,31,4.6,2.8,1.8,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T308_5918640,Omangunta Peeta,UCB1 GRAVE | MAST | Score Bounded | Proportional Exp,UCB1 GRAVE,MAST,Score Bounded,Proportional Exp,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T309_5918641,Oure Ngat,Progressive History | Random | MonteCarlo | Robust,Progressive History,Random,MonteCarlo,Robust,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,3,8,10,1,1,2,4,4,13,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T30_5918362,Gala (Buginese),Alpha-Beta | NST | Score Bounded | Robust,Alpha-Beta,NST,Score Bounded,Robust,0,30,0.0,866.8,0.5,30,1000,4,7G,2,49,64,112,2,3,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T310_5918642,Ovalhu,Progressive History | NST | Score Bounded | MaxAvgScore,Progressive History,NST,Score Bounded,MaxAvgScore,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,9,18,26,1,2,2,10,2,18,4.44,2.89,1.56,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T311_5918643,Oware,McBRAVE | Random | Implicit Minimax | MaxAvgScore,McBRAVE,Random,Implicit Minimax,MaxAvgScore,0,30,0.0,203.9,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T312_5918644,Pachgarhwa,McGRAVE | MAST | MonteCarlo | MaxAvgScore,McGRAVE,MAST,MonteCarlo,MaxAvgScore,0,30,0.0,29.6,0.5,30,1000,4,7G,2,4,10,13,1,1,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T313_5918645,Pallankuli,Progressive Widening | MAST | Implicit Minimax | Robust,Progressive Widening,MAST,Implicit Minimax,Robust,9,30,0.3,733.5,0.5,30,1000,4,7G,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T314_5918646,Papan Dakon,McGRAVE | Random | Score Bounded | Robust,McGRAVE,Random,Score Bounded,Robust,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T315_5918647,Puhulmutu,Progressive Widening | Random | MonteCarlo | Proportional Exp,Progressive Widening,Random,MonteCarlo,Proportional Exp,7,30,0.23333333333333334,270.5,0.5,30,1000,4,7G,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T316_5918648,Qelat (Beni Amir-Mensa),Implicit Minimax | NST | MonteCarlo | Robust,Implicit Minimax,NST,MonteCarlo,Robust,7,30,0.23333333333333334,181.0,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T317_5918649,Rio Kadalis,McGRAVE | NST | Implicit Minimax | Proportional Exp,McGRAVE,NST,Implicit Minimax,Proportional Exp,10,30,0.3333333333333333,732.4,0.5,30,1000,4,7G,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T318_5918650,Shono,Progressive Widening | NST | Score Bounded | MaxAvgScore,Progressive Widening,NST,Score Bounded,MaxAvgScore,14,30,0.4666666666666667,109.0,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T319_5918651,Sonka,Implicit Minimax | Random | Score Bounded | Proportional Exp,Implicit Minimax,Random,Score Bounded,Proportional Exp,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,6,12,17,1,2,2,7,2,12,4.17,2.83,1.33,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T31_5918363,Gala,UCB1 | MAST | Score Bounded | Proportional Exp,UCB1,MAST,Score Bounded,Proportional Exp,9,30,0.3,220.0,0.5,30,1000,4,7G,2,25,36,60,2,2,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T320_5918652,Sungka,Implicit Minimax | MAST | Implicit Minimax | MaxAvgScore,Implicit Minimax,MAST,Implicit Minimax,MaxAvgScore,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T321_5918653,Tap Urdy,Alpha-Beta | MAST | MonteCarlo | Proportional Exp,Alpha-Beta,MAST,MonteCarlo,Proportional Exp,0,30,0.0,101.0,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T322_5918654,Tapata,McBRAVE | MAST | Score Bounded | Robust,McBRAVE,MAST,Score Bounded,Robust,1,30,0.03333333333333333,59.4,0.5,30,1000,4,7G,2,11,24,34,1,2,2,12,4,24,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T323_5918655,Ti,Alpha-Beta | Random | Implicit Minimax | Robust,Alpha-Beta,Random,Implicit Minimax,Robust,3,30,0.1,188.9,0.5,30,1000,4,7G,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T324_5918656,Toguz Kumalak,Alpha-Beta | NST | MonteCarlo | MaxAvgScore,Alpha-Beta,NST,MonteCarlo,MaxAvgScore,5,30,0.16666666666666666,133.2,0.5,30,1000,4,7G,2,0,20,16,1,1,3,10,6,20,1.6,1.6,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T325_5918657,Um el Banat,McBRAVE | Random | MonteCarlo | MaxAvgScore,McBRAVE,Random,MonteCarlo,MaxAvgScore,0,30,0.0,994.9,0.5,30,1000,4,7G,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T326_5918658,Um el Tuweisat,Alpha-Beta | NST | Score Bounded | Robust,Alpha-Beta,NST,Score Bounded,Robust,0,30,0.0,21.8,0.5,30,1000,4,7G,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T327_5918659,Um el-Bagara,UCB1 | Random | Score Bounded | MaxAvgScore,UCB1,Random,Score Bounded,MaxAvgScore,16,30,0.5333333333333333,62.9,0.5,30,1000,4,7G,2,4,10,13,1,1,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T328_5918660,Um el-Bil,UCB1 | MAST | MonteCarlo | Robust,UCB1,MAST,MonteCarlo,Robust,1,30,0.03333333333333333,91.0,0.5,30,1000,4,7G,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T329_5918661,Unnee Tugalluulax,UCB1 | NST | Implicit Minimax | Proportional Exp,UCB1,NST,Implicit Minimax,Proportional Exp,1,30,0.03333333333333333,153.8,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T32_5918364,Gasetavl (Gedved),UCB1 | NST | Implicit Minimax | MaxAvgScore,UCB1,NST,Implicit Minimax,MaxAvgScore,3,30,0.1,939.0,0.5,30,1000,4,7G,2,56,45,100,2,1,9,9,12,45,4.44,4.44,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T330_5918662,Uril,UCB1 tuned | MAST | Score Bounded | Proportional Exp,UCB1 tuned,MAST,Score Bounded,Proportional Exp,0,30,0.0,48.1,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T331_5918663,Uthi,UCB1 GRAVE | MAST | Implicit Minimax | MaxAvgScore,UCB1 GRAVE,MAST,Implicit Minimax,MaxAvgScore,3,30,0.1,591.8,0.5,30,1000,4,7G,2,9,18,26,1,2,2,10,2,18,4.44,2.89,1.56,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T332_5918664,Vai Lung Thlan,UCB1 tuned | Random | Implicit Minimax | Robust,UCB1 tuned,Random,Implicit Minimax,Robust,7,30,0.23333333333333334,92.3,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T333_5918665,Wa'ache Waledat,UCB1 GRAVE | Random | MonteCarlo | Proportional Exp,UCB1 GRAVE,Random,MonteCarlo,Proportional Exp,0,30,0.0,74.0,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T334_5918666,Walak-Pussa,Progressive History | NST | MonteCarlo | Robust,Progressive History,NST,MonteCarlo,Robust,5,30,0.16666666666666666,580.9,0.5,30,1000,4,7G,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T335_5918667,Wari,UCB1 tuned | NST | MonteCarlo | MaxAvgScore,UCB1 tuned,NST,MonteCarlo,MaxAvgScore,23,30,0.7666666666666667,213.7,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,16,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T336_5918668,Waurie,UCB1 GRAVE | NST | Score Bounded | Robust,UCB1 GRAVE,NST,Score Bounded,Robust,6,30,0.2,82.0,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T337_5918669,Whyo,Progressive History | Random | Score Bounded | MaxAvgScore,Progressive History,Random,Score Bounded,MaxAvgScore,17,30,0.5666666666666667,169.6,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T338_5918670,Woli,Progressive History | MAST | Implicit Minimax | Proportional Exp,Progressive History,MAST,Implicit Minimax,Proportional Exp,0,30,0.0,237.3,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T339_5918671,Wore,McBRAVE | MAST | MonteCarlo | Robust,McBRAVE,MAST,MonteCarlo,Robust,0,30,0.0,41.5,0.5,30,1000,4,7G,2,3,8,10,1,1,2,4,4,13,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T33_5918365,Gasetavl,UCB1 tuned | Random | MonteCarlo | Proportional Exp,UCB1 tuned,Random,MonteCarlo,Proportional Exp,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,80,53,132,2,1,9,9,16,53,4.98,4.98,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T340_5918672,Wouri,McBRAVE | NST | Implicit Minimax | Proportional Exp,McBRAVE,NST,Implicit Minimax,Proportional Exp,0,30,0.0,610.5,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T341_5918673,Yovodi,McGRAVE | Random | MonteCarlo | Proportional Exp,McGRAVE,Random,MonteCarlo,Proportional Exp,0,30,0.0,62.9,0.5,30,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T342_5918674,Yovodji,McGRAVE | MAST | Score Bounded | MaxAvgScore,McGRAVE,MAST,Score Bounded,MaxAvgScore,0,30,0.0,88.0,0.5,30,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T343_5918675,Yucebao,Progressive Widening | Random | Implicit Minimax | Robust,Progressive Widening,Random,Implicit Minimax,Robust,1,30,0.03333333333333333,964.7,0.5,30,1000,5,7G,2,6,12,17,3,2,2,7,2,22,4.17,2.83,1.33,1,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T344_5918676,4 Squared,Progressive Widening | MAST | Score Bounded | Proportional Exp,Progressive Widening,MAST,Score Bounded,Proportional Exp,0,30,0.0,53.5,0.5,30,1000,4,7G,2,64,100,160,2,1,10,10,16,102,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T345_5918677,Agapi,Implicit Minimax | Random | Implicit Minimax | MaxAvgScore,Implicit Minimax,Random,Implicit Minimax,MaxAvgScore,7,30,0.23333333333333334,69.0,0.5,30,1000,4,7G,2,64,81,144,3,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T346_5918678,Amazons,McGRAVE | NST | Implicit Minimax | Robust,McGRAVE,NST,Implicit Minimax,Robust,0,30,0.0,128.6,0.5,30,1000,4,7G,2,100,121,220,3,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T347_5918679,Bamboo,Progressive Widening | NST | MonteCarlo | MaxAvgScore,Progressive Widening,NST,MonteCarlo,MaxAvgScore,16,30,0.5333333333333333,53.0,0.5,30,1000,4,7G,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T348_5918680,Blue Nile,Implicit Minimax | NST | Score Bounded | Proportional Exp,Implicit Minimax,NST,Score Bounded,Proportional Exp,8,30,0.26666666666666666,19.0,0.5,30,1000,4,7G,2,61,150,210,1,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T349_5918681,Claustro,Alpha-Beta | MAST | Implicit Minimax | MaxAvgScore,Alpha-Beta,MAST,Implicit Minimax,MaxAvgScore,2,30,0.06666666666666667,16.3,0.5,30,1000,4,7G,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T34_5918366,Gioco dell'Orso,UCB1 GRAVE | Random | Score Bounded | Robust,UCB1 GRAVE,Random,Score Bounded,Robust,2,30,0.06666666666666667,877.9,0.5,30,1000,4,7G,2,0,17,28,4,4,5,5,12,19,3.29,3.29,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T350_5918682,Co Chan Cho,Implicit Minimax | MAST | MonteCarlo | Robust,Implicit Minimax,MAST,MonteCarlo,Robust,0,30,0.0,503.8,0.5,30,1000,4,7G,2,4,5,8,2,1,3,3,4,5,3.2,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T351_5918683,Col,Alpha-Beta | Random | Score Bounded | Proportional Exp,Alpha-Beta,Random,Score Bounded,Proportional Exp,1,30,0.03333333333333333,30.5,0.5,30,1000,4,7G,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T352_5918684,Cram,UCB1 | Random | MonteCarlo | Proportional Exp,UCB1,Random,MonteCarlo,Proportional Exp,13,30,0.43333333333333335,16.2,0.5,30,1000,4,7G,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T353_5918685,Do Guti,UCB1 | MAST | Score Bounded | Robust,UCB1,MAST,Score Bounded,Robust,0,30,0.0,1000.0,0.5,30,1000,4,7G,2,0,5,7,2,2,3,3,5,7,2.8,2.8,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T354_5918686,Dodo,UCB1 | NST | Implicit Minimax | MaxAvgScore,UCB1,NST,Implicit Minimax,MaxAvgScore,4,30,0.13333333333333333,78.6,0.5,30,1000,4,7G,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T355_5918687,Domineering,UCB1 tuned | Random | Score Bounded | Robust,UCB1 tuned,Random,Score Bounded,Robust,15,30,0.5,15.4,0.5,30,1000,4,7G,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T356_5918688,Dorvon Cag,UCB1 tuned | MAST | MonteCarlo | MaxAvgScore,UCB1 tuned,MAST,MonteCarlo,MaxAvgScore,15,30,0.5,4.0,0.5,30,1000,4,7G,2,0,5,6,2,2,3,3,4,7,2.4,2.4,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T357_5918689,Duidoku,UCB1 GRAVE | MAST | Implicit Minimax | Proportional Exp,UCB1 GRAVE,MAST,Implicit Minimax,Proportional Exp,2,30,0.06666666666666667,65.1,0.5,30,1000,4,7G,2,81,100,180,9,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T358_5918690,Epoxy,Progressive History | NST | MonteCarlo | Proportional Exp,Progressive History,NST,MonteCarlo,Proportional Exp,12,30,0.4,62.9,0.5,30,1000,4,7G,2,46,39,84,2,1,8,8,6,39,4.77,4.31,0.46,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T359_5918691,Ex Nihilo,UCB1 GRAVE | Random | Score Bounded | MaxAvgScore,UCB1 GRAVE,Random,Score Bounded,MaxAvgScore,13,30,0.43333333333333335,23.9,0.5,30,1000,5,7G,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T35_5918367,Go with the Floe,UCB1 GRAVE | MAST | MonteCarlo | MaxAvgScore,UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,15,30,0.5,39.5,0.5,30,1000,4,7G,2,52,69,120,3,1,8,8,12,52,6.54,3.38,3.15,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T360_5918692,First Attack,Progressive History | Random | Implicit Minimax | Robust,Progressive History,Random,Implicit Minimax,Robust,8,30,0.26666666666666666,7.0,0.5,30,1000,4,7G,2,64,81,144,1,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T361_5918693,Forge,McBRAVE | NST | Score Bounded | Robust,McBRAVE,NST,Score Bounded,Robust,0,30,0.0,99.0,0.5,30,1000,4,7G,2,35,48,82,2,2,8,6,4,48,6.33,3.42,2.92,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T362_5918694,Game of Dwarfs,UCB1 tuned | NST | Implicit Minimax | Proportional Exp,UCB1 tuned,NST,Implicit Minimax,Proportional Exp,1,30,0.03333333333333333,76.7,0.5,30,1000,4,7G,2,4,8,16,2,3,4,4,2,9,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T363_5918695,Garrisons,UCB1 GRAVE | NST | MonteCarlo | Robust,UCB1 GRAVE,NST,MonteCarlo,Robust,13,30,0.43333333333333335,34.9,0.5,30,1000,4,7G,2,52,36,87,2,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T364_5918696,Gopher,Progressive History | MAST | Score Bounded | MaxAvgScore,Progressive History,MAST,Score Bounded,MaxAvgScore,14,30,0.4666666666666667,42.0,0.5,30,1000,4,7G,2,91,216,306,2,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T365_5918697,Gurvan Xudag,McBRAVE | Random | MonteCarlo | MaxAvgScore,McBRAVE,Random,MonteCarlo,MaxAvgScore,1,30,0.03333333333333333,34.3,0.5,30,1000,4,7G,2,2,9,10,2,1,3,3,4,9,3.11,2.22,0.89,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T366_5918698,Hex Amazons,McGRAVE | MAST | MonteCarlo | Proportional Exp,McGRAVE,MAST,MonteCarlo,Proportional Exp,0,30,0.0,173.5,0.5,30,1000,4,7G,2,127,294,420,3,2,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T367_5918699,Ho-Bag Gonu,Progressive Widening | MAST | Implicit Minimax | Robust,Progressive Widening,MAST,Implicit Minimax,Robust,1,30,0.03333333333333333,870.9,0.5,30,1000,4,7G,2,4,11,14,2,1,5,5,2,11,2.55,2.55,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T368_5918700,Isolation,McGRAVE | Random | Implicit Minimax | MaxAvgScore,McGRAVE,Random,Implicit Minimax,MaxAvgScore,0,30,0.0,52.6,0.5,30,1000,4,7G,2,49,64,112,3,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
