testId,gameName,component,baselineSelection,baselineSimulation,baselineBackprop,baselineFinalMove,variantSelection,variantSimulation,variantBackprop,variantFinalMove,moveTimeSeconds,gamesPerMatchup,maxMoves,usesHeuristic,variantWins,baselineWins,draws,failures,completedGames,attemptedGames,averageMoves,lastError
T590,"Xanan Zirge",SELECTION,UCB1,Random,MonteCarlo,Robust,"Noisy AG0",Random,MonteCarlo,Robust,0.500000,100,2000,0,0,100,0,0,100,100,208.5900,
