job,out_file,err_file,out_exists,err_exists,out_size_bytes,err_size_bytes,parse_ok,has_game,has_variant,has_wins,has_total,diagnostic_reason,n_timeouts,game,variant,wins,completed,total_expected,losses,draws,failures,avgMoves,moveTime,maxMoves
planned_T4484_6075324,planned_T4484_6075324.out,planned_T4484_6075324.err,True,True,289,222,False,True,True,False,False,started_no_result_summary,0,Mysore Tiger Game (Three Tigers),UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4485_6075325,planned_T4485_6075325.out,planned_T4485_6075325.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Alquerkonane,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4486_6075326,planned_T4486_6075326.out,planned_T4486_6075326.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,Barca,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4487_6075327,planned_T4487_6075327.out,planned_T4487_6075327.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Ketatu,McGRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4488_6075328,planned_T4488_6075328.out,planned_T4488_6075328.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Sneakthrough,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4489_6075329,planned_T4489_6075329.out,planned_T4489_6075329.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Notakto,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T448_6071288,planned_T448_6071288.out,planned_T448_6071288.err,True,True,371,0,True,True,True,True,True,complete,0,En Gehe,UCB1 | Random | MonteCarlo | Proportional Exp,7.0,30.0,30.0,23.0,0.0,0.0,62.4,2.0,1000
planned_T4490_6075330,planned_T4490_6075330.out,planned_T4490_6075330.err,True,True,259,222,False,True,True,False,False,started_no_result_summary,0,Crand,UCB1 | NST | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4491_6075331,planned_T4491_6075331.out,planned_T4491_6075331.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Dala,Progressive History | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4492_6075332,planned_T4492_6075332.out,planned_T4492_6075332.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Two-Colour,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4493_6075333,planned_T4493_6075333.out,planned_T4493_6075333.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Currierspiel,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4494_6075334,planned_T4494_6075334.out,planned_T4494_6075334.err,True,True,282,222,False,True,True,False,False,started_no_result_summary,0,Tri-It-Out,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4495_6075335,planned_T4495_6075335.out,planned_T4495_6075335.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Tsukkalavde,UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,1.0,1000
planned_T4496_6075336,planned_T4496_6075336.out,planned_T4496_6075336.err,True,True,291,222,False,True,True,False,False,started_no_result_summary,0,Chaturanga (14x14),Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4497_6075337,planned_T4497_6075337.out,planned_T4497_6075337.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Um el-Bil,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4498_6075338,planned_T4498_6075338.out,planned_T4498_6075338.err,True,True,282,222,False,True,True,False,False,started_no_result_summary,0,Kolowis Awithlaknannai,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4499_6075339,planned_T4499_6075339.out,planned_T4499_6075339.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Jeu Militaire,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T449_6071289,planned_T449_6071289.out,planned_T449_6071289.err,True,True,362,0,True,True,True,True,True,complete,0,Tavan Tal,UCB1 | NST | MonteCarlo | Robust,0.0,30.0,30.0,30.0,0.0,0.0,63.4,0.2,1000
planned_T44_6070884,planned_T44_6070884.out,planned_T44_6070884.err,True,True,391,0,True,True,True,True,True,complete,0,Ilpion,Implicit Minimax | Random | MonteCarlo | Robust,0.0,30.0,30.0,4.0,26.0,0.0,873.6,2.0,1000
planned_T4500_6075340,planned_T4500_6075340.out,planned_T4500_6075340.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Centrifugal Force,UCB1 | MAST | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4501_6075341,planned_T4501_6075341.out,planned_T4501_6075341.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,Quela,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4502_6075342,planned_T4502_6075342.out,planned_T4502_6075342.err,True,True,302,222,False,True,True,False,False,started_no_result_summary,0,Yeung Luk Sz' Kon Tseung Kwan,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4503_6075343,planned_T4503_6075343.out,planned_T4503_6075343.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,Fivalath,UCB1 | Random | Score Bounded | Robust,,,,,,,,1.0,1000
planned_T4504_6075344,planned_T4504_6075344.out,planned_T4504_6075344.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Upper Hand,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4505_6075345,planned_T4505_6075345.out,planned_T4505_6075345.err,True,True,286,222,False,True,True,False,False,started_no_result_summary,0,Game of Dwarfs,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4506_6075346,planned_T4506_6075346.out,planned_T4506_6075346.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Katsela,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4507_6075347,planned_T4507_6075347.out,planned_T4507_6075347.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,Shatranj at-Tamma,McGRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4508_6075348,planned_T4508_6075348.out,planned_T4508_6075348.err,True,True,281,222,False,True,True,False,False,started_no_result_summary,0,Hops-a-Daisy Generalized,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4509_6075349,planned_T4509_6075349.out,planned_T4509_6075349.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Spots,UCB1 | Random | Heuristic | Robust,,,,,,,,0.2,1000
planned_T450_6071290,planned_T450_6071290.out,planned_T450_6071290.err,True,True,367,0,True,True,True,True,True,complete,0,Ikh Buga,UCB1 GRAVE | Random | MonteCarlo | Robust,5.0,30.0,30.0,25.0,0.0,0.0,61.2,0.5,1000
planned_T4510_6075350,planned_T4510_6075350.out,planned_T4510_6075350.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Reversi,UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4511_6075351,planned_T4511_6075351.out,planned_T4511_6075351.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,HexDame,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4512_6075352,planned_T4512_6075352.out,planned_T4512_6075352.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Splice,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4513_6075353,planned_T4513_6075353.out,planned_T4513_6075353.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Santorini,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4514_6075354,planned_T4514_6075354.out,planned_T4514_6075354.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Overflow,UCB1 | Random | Heuristic | Robust,,,,,,,,0.5,1000
planned_T4515_6075355,planned_T4515_6075355.out,planned_T4515_6075355.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Madrod,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4516_6075356,planned_T4516_6075356.out,planned_T4516_6075356.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Spline+,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4517_6075357,planned_T4517_6075357.out,planned_T4517_6075357.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Spargo,ExIt | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4518_6075358,planned_T4518_6075358.out,planned_T4518_6075358.err,True,True,275,222,False,True,True,False,False,started_no_result_summary,0,Musoro Tsoro,UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4519_6075359,planned_T4519_6075359.out,planned_T4519_6075359.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Sute,UCB1 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T451_6071291,planned_T451_6071291.out,planned_T451_6071291.err,True,True,377,0,True,True,True,True,True,complete,0,Santorini,Noisy AG0 | Random | MonteCarlo | Robust,0.0,30.0,30.0,30.0,0.0,0.0,10.7,1.0,1000
planned_T4520_6075360,planned_T4520_6075360.out,planned_T4520_6075360.err,True,True,282,222,False,True,True,False,False,started_no_result_summary,0,Tsoro (Additional Capture),UCB1 | Random | Heuristic | Robust,,,,,,,,2.0,1000
planned_T4521_6075361,planned_T4521_6075361.out,planned_T4521_6075361.err,True,True,289,222,False,True,True,False,False,started_no_result_summary,0,Tsoro (Reentered Captures),UCB1 | Random | Implicit Minimax | Robust,,,,,,,,0.2,1000
planned_T4522_6075362,planned_T4522_6075362.out,planned_T4522_6075362.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,El Zorro,UCB1 | Random | Score Bounded | Robust,,,,,,,,0.5,1000
planned_T4523_6075363,planned_T4523_6075363.out,planned_T4523_6075363.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,Tsoro Yemutatu,UCB1 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4524_6075364,planned_T4524_6075364.out,planned_T4524_6075364.err,True,True,290,222,False,True,True,False,False,started_no_result_summary,0,Banyarwanda Mill Game,Progressive Bias | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4525_6075365,planned_T4525_6075365.out,planned_T4525_6075365.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Cashlan Gherra,AG0 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4526_6075366,planned_T4526_6075366.out,planned_T4526_6075366.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,Hujura,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4527_6075367,planned_T4527_6075367.out,planned_T4527_6075367.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Conspirateurs,UCB1 | Random | Implicit Minimax | Robust,,,,,,,,1.0,1000
planned_T4528_6075368,planned_T4528_6075368.out,planned_T4528_6075368.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Order and Chaos,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4529_6075369,planned_T4529_6075369.out,planned_T4529_6075369.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,King's Valley,UCB1 | Random | Qualitative | Robust,,,,,,,,0.2,1000
planned_T452_6071292,planned_T452_6071292.out,planned_T452_6071292.err,True,True,367,0,True,True,True,True,True,complete,0,Katsela,UCB1 | Random | Score Bounded | Robust,5.0,30.0,30.0,12.0,13.0,0.0,709.6,2.0,1000
planned_T4530_6075370,planned_T4530_6075370.out,planned_T4530_6075370.err,True,True,283,222,False,True,True,False,False,started_no_result_summary,0,Gabata (Oromo),Progressive Bias | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4531_6075371,planned_T4531_6075371.out,planned_T4531_6075371.err,True,True,286,222,False,True,True,False,False,started_no_result_summary,0,Gabata (Wuqro),Progressive History | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4532_6075372,planned_T4532_6075372.out,planned_T4532_6075372.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Lam Waladach,UCB1 | NST | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4533_6075373,planned_T4533_6075373.out,planned_T4533_6075373.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Lamosh,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4534_6075374,planned_T4534_6075374.out,planned_T4534_6075374.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Dimraw,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4535_6075375,planned_T4535_6075375.out,planned_T4535_6075375.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,Mig Mang,Progressive History | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4536_6075376,planned_T4536_6075376.out,planned_T4536_6075376.err,True,True,294,222,False,True,True,False,False,started_no_result_summary,0,Caturvimsatikosthakatmiki Krida,UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4537_6075377,planned_T4537_6075377.out,planned_T4537_6075377.err,True,True,281,222,False,True,True,False,False,started_no_result_summary,0,Dama (Philippines),UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4538_6075378,planned_T4538_6075378.out,planned_T4538_6075378.err,True,True,275,222,False,True,True,False,False,started_no_result_summary,0,Nzengue (Small),McGRAVE | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4539_6075379,planned_T4539_6075379.out,planned_T4539_6075379.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,La Liebre Perseguida,UCB1 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T453_6071293,planned_T453_6071293.out,planned_T453_6071293.err,True,True,406,0,True,True,True,True,True,complete,0,Misoro Tsoro (Additional Capture),Progressive History | Random | MonteCarlo | Robust,10.0,30.0,30.0,20.0,0.0,0.0,207.7,0.2,1000
planned_T4540_6075380,planned_T4540_6075380.out,planned_T4540_6075380.err,True,True,273,222,False,True,True,False,False,started_no_result_summary,0,Ludus Rebellionis 1,UCB1 | NST | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4541_6075381,planned_T4541_6075381.out,planned_T4541_6075381.err,True,True,274,222,False,True,True,False,False,started_no_result_summary,0,Shatranj al-Husun,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4542_6075382,planned_T4542_6075382.out,planned_T4542_6075382.err,True,True,275,222,False,True,True,False,False,started_no_result_summary,0,Muvalavala (Luena),UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4543_6075383,planned_T4543_6075383.out,planned_T4543_6075383.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Padaivettu,AG0 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4544_6075384,planned_T4544_6075384.out,planned_T4544_6075384.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,Jostle,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4545_6075385,planned_T4545_6075385.out,planned_T4545_6075385.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,The Babylonian,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4546_6075386,planned_T4546_6075386.out,planned_T4546_6075386.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Sibling,ExIt | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4547_6075387,planned_T4547_6075387.out,planned_T4547_6075387.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,Vanguard,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4548_6075388,planned_T4548_6075388.out,planned_T4548_6075388.err,True,True,283,222,False,True,True,False,False,started_no_result_summary,0,Njombwa (One Counter),UCB1 | Random | MonteCarlo | MaxAvgScore,,,,,,,,2.0,1000
planned_T4549_6075389,planned_T4549_6075389.out,planned_T4549_6075389.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Tara,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T454_6071294,planned_T454_6071294.out,planned_T454_6071294.err,True,True,369,0,True,True,True,True,True,complete,0,Huli-Mane Ata,UCB1 | Random | Qualitative | Robust,21.0,30.0,30.0,9.0,0.0,0.0,44.6,0.5,1000
planned_T4550_6075390,planned_T4550_6075390.out,planned_T4550_6075390.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,Murus Gallicus,UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4551_6075391,planned_T4551_6075391.out,planned_T4551_6075391.err,True,True,265,222,False,True,True,False,False,started_no_result_summary,0,SnipSnip,UCB1 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4552_6075392,planned_T4552_6075392.out,planned_T4552_6075392.err,True,True,265,222,False,True,True,False,False,started_no_result_summary,0,Alquerque,UCB1 | Random | Heuristic | Robust,,,,,,,,2.0,1000
planned_T4553_6075393,planned_T4553_6075393.out,planned_T4553_6075393.err,True,True,281,222,False,True,True,False,False,started_no_result_summary,0,Shakhmaty,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4554_6075394,planned_T4554_6075394.out,planned_T4554_6075394.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Shatera,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4555_6075395,planned_T4555_6075395.out,planned_T4555_6075395.err,True,True,282,222,False,True,True,False,False,started_no_result_summary,0,Jeu de Renard (Two Foxes),UCB1 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4556_6075396,planned_T4556_6075396.out,planned_T4556_6075396.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,Grasshopper,Implicit Minimax | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4557_6075397,planned_T4557_6075397.out,planned_T4557_6075397.err,True,True,273,222,False,True,True,False,False,started_no_result_summary,0,Snailtrail,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4558_6075398,planned_T4558_6075398.out,planned_T4558_6075398.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Gasetavl,UCB1 | HS Playout | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4559_6075399,planned_T4559_6075399.out,planned_T4559_6075399.err,True,True,289,222,False,True,True,False,False,started_no_result_summary,0,Dablot Prejjesne,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T455_6071295,planned_T455_6071295.out,planned_T455_6071295.err,True,True,381,0,True,True,True,True,True,complete,0,Guerrilla Checkers,UCB1 | LGR | MonteCarlo | Robust,10.0,30.0,30.0,20.0,0.0,0.0,196.5,1.0,1000
planned_T4560_6075400,planned_T4560_6075400.out,planned_T4560_6075400.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Bajr,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4561_6075401,planned_T4561_6075401.out,planned_T4561_6075401.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Forge,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4562_6075402,planned_T4562_6075402.out,planned_T4562_6075402.err,True,True,279,222,False,True,True,False,False,started_no_result_summary,0,Score Four,Implicit Minimax | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4563_6075403,planned_T4563_6075403.out,planned_T4563_6075403.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Pentago,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4564_6075404,planned_T4564_6075404.out,planned_T4564_6075404.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,En Gehe,UCB1 | Random | MonteCarlo | MaxAvgScore,,,,,,,,2.0,1000
planned_T4565_6075405,planned_T4565_6075405.out,planned_T4565_6075405.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Glinski Chess,UCB1 | Random | AlphaGo | Robust,,,,,,,,0.2,1000
planned_T4566_6075406,planned_T4566_6075406.out,planned_T4566_6075406.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,McCooey Chess,UCB1 | Random | Qualitative | Robust,,,,,,,,0.5,1000
planned_T4567_6075407,planned_T4567_6075407.out,planned_T4567_6075407.err,True,True,265,222,False,True,True,False,False,started_no_result_summary,0,Kotu Ellima,UCB1 | NST | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4568_6075408,planned_T4568_6075408.out,planned_T4568_6075408.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Peralikatuma,UCB1 | PlayoutHS | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4569_6075409,planned_T4569_6075409.out,planned_T4569_6075409.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Fortresse,McGRAVE | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T456_6071296,planned_T456_6071296.out,planned_T456_6071296.err,True,True,377,0,True,True,True,True,True,complete,0,Phantom Go,UCB1 GRAVE | Random | MonteCarlo | Robust,20.0,30.0,30.0,10.0,0.0,0.0,37.4,2.0,1000
planned_T4570_6075410,planned_T4570_6075410.out,planned_T4570_6075410.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Chameleons,ExIt | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4571_6075411,planned_T4571_6075411.out,planned_T4571_6075411.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,CoDi,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4572_6075412,planned_T4572_6075412.out,planned_T4572_6075412.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Camelot,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4573_6075413,planned_T4573_6075413.out,planned_T4573_6075413.err,True,True,281,222,False,True,True,False,False,started_no_result_summary,0,Sumi Naga Game (Hunt),McGRAVE | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4574_6075414,planned_T4574_6075414.out,planned_T4574_6075414.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Sonka,AG0 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4575_6075415,planned_T4575_6075415.out,planned_T4575_6075415.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Samoan Game,AG0 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4576_6075416,planned_T4576_6075416.out,planned_T4576_6075416.err,True,True,284,222,False,True,True,False,False,started_no_result_summary,0,Make Muster,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4577_6075417,planned_T4577_6075417.out,planned_T4577_6075417.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Dris at-Talata,AG0 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4578_6075418,planned_T4578_6075418.out,planned_T4578_6075418.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Tuk Tak,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4579_6075419,planned_T4579_6075419.out,planned_T4579_6075419.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Hus (Nama),UCB1 | Random | MonteCarlo | MaxAvgScore,,,,,,,,1.0,1000
planned_T457_6071297,planned_T457_6071297.out,planned_T457_6071297.err,True,True,373,0,True,True,True,True,True,complete,0,Ngolo,Implicit Minimax | Random | MonteCarlo | Robust,7.0,30.0,30.0,23.0,0.0,0.0,8.6,0.2,1000
planned_T4580_6075420,planned_T4580_6075420.out,planned_T4580_6075420.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Tsoro (Baia),UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4581_6075421,planned_T4581_6075421.out,planned_T4581_6075421.err,True,True,260,222,False,True,True,False,False,started_no_result_summary,0,Epelle,UCB1 | LGR | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4582_6075422,planned_T4582_6075422.out,planned_T4582_6075422.err,True,True,293,222,False,True,True,False,False,started_no_result_summary,0,Misoro Tsoro (Additional Capture),UCB1 | PlayoutHS | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4583_6075423,planned_T4583_6075423.out,planned_T4583_6075423.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Misoro Tsoro,UCB1 | LGR | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4584_6075424,planned_T4584_6075424.out,planned_T4584_6075424.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Moruba,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4585_6075425,planned_T4585_6075425.out,planned_T4585_6075425.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Azigo,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4586_6075426,planned_T4586_6075426.out,planned_T4586_6075426.err,True,True,279,222,False,True,True,False,False,started_no_result_summary,0,Roll-Ing to Four,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4587_6075427,planned_T4587_6075427.out,planned_T4587_6075427.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Duidoku,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4588_6075428,planned_T4588_6075428.out,planned_T4588_6075428.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Round Merels,McGRAVE | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4589_6075429,planned_T4589_6075429.out,planned_T4589_6075429.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Gyre,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T458_6071298,planned_T458_6071298.out,planned_T458_6071298.err,True,True,368,0,True,True,True,True,True,complete,0,Toono,UCB1 GRAVE | Random | MonteCarlo | Robust,2.0,30.0,30.0,28.0,0.0,0.0,58.9,0.5,1000
planned_T4590_6075430,planned_T4590_6075430.out,planned_T4590_6075430.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Agon,ExIt | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4591_6075431,planned_T4591_6075431.out,planned_T4591_6075431.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Tepong,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T4592_6075432,planned_T4592_6075432.out,planned_T4592_6075432.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,Bizingo,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T4593_6075433,planned_T4593_6075433.out,planned_T4593_6075433.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Adhesion,UCB1 | MAST | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T4594_6075434,planned_T4594_6075434.out,planned_T4594_6075434.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Louis XVI,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T4595_6075435,planned_T4595_6075435.out,planned_T4595_6075435.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Veloop (Hex),UCB1 | NST | MonteCarlo | Robust,,,,,,,,1.0,1000
