job,out_file,err_file,out_exists,err_exists,out_size_bytes,err_size_bytes,parse_ok,has_game,has_variant,has_wins,has_total,diagnostic_reason,n_timeouts,game,variant,wins,completed,total_expected,losses,draws,failures,avgMoves,moveTime,maxMoves
planned_T2786_6073626,planned_T2786_6073626.out,planned_T2786_6073626.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Dai Seireigi,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2787_6073627,planned_T2787_6073627.out,planned_T2787_6073627.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Gomoku,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2788_6073628,planned_T2788_6073628.out,planned_T2788_6073628.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Tuk Tak,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2789_6073629,planned_T2789_6073629.out,planned_T2789_6073629.err,True,True,291,222,False,True,True,False,False,started_no_result_summary,0,Shakhmaty (Early Modern),UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,0.2,1000
planned_T278_6071118,planned_T278_6071118.out,planned_T278_6071118.err,True,True,374,0,True,True,True,True,True,complete,0,AlmaTafl,Noisy AG0 | Random | MonteCarlo | Robust,4.0,30.0,30.0,3.0,23.0,0.0,893.3,0.5,1000
planned_T2790_6073630,planned_T2790_6073630.out,planned_T2790_6073630.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Gekitai,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2791_6073631,planned_T2791_6073631.out,planned_T2791_6073631.err,True,True,273,222,False,True,True,False,False,started_no_result_summary,0,Tobi Shogi,Alpha-Beta | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2792_6073632,planned_T2792_6073632.out,planned_T2792_6073632.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Gonnect,Implicit Minimax | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2793_6073633,planned_T2793_6073633.out,planned_T2793_6073633.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Dragonchess,UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,0.2,1000
planned_T2794_6073634,planned_T2794_6073634.out,planned_T2794_6073634.err,True,True,291,222,False,True,True,False,False,started_no_result_summary,0,Shatranj al-Kabir (Constantinople),UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2795_6073635,planned_T2795_6073635.out,planned_T2795_6073635.err,True,True,262,222,False,True,True,False,False,started_no_result_summary,0,Satoel,AG0 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2796_6073636,planned_T2796_6073636.out,planned_T2796_6073636.err,True,True,274,222,False,True,True,False,False,started_no_result_summary,0,Connect Four,UCB1 | Random | MonteCarlo | MaxAvgScore,,,,,,,,2.0,1000
planned_T2797_6073637,planned_T2797_6073637.out,planned_T2797_6073637.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Castello,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2798_6073638,planned_T2798_6073638.out,planned_T2798_6073638.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Camelot,UCB1 | LGR | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2799_6073639,planned_T2799_6073639.out,planned_T2799_6073639.err,True,True,279,222,False,True,True,False,False,started_no_result_summary,0,Ludus Coriovalli,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T279_6071119,planned_T279_6071119.out,planned_T279_6071119.err,True,True,374,0,True,True,True,True,True,complete,0,Crossway,UCB1 | Random | MonteCarlo | Proportional Exp,0.0,30.0,30.0,0.0,30.0,0.0,429.5,1.0,1000
planned_T27_6070867,planned_T27_6070867.out,planned_T27_6070867.err,True,True,365,0,True,True,True,True,True,complete,0,Bravalath,UCB1 | Random | Heuristic | Robust,15.0,30.0,30.0,15.0,0.0,0.0,284.7,1.0,1000
planned_T2800_6073640,planned_T2800_6073640.out,planned_T2800_6073640.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,3D Tic-Tac-Toe,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2801_6073641,planned_T2801_6073641.out,planned_T2801_6073641.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Azteka,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2802_6073642,planned_T2802_6073642.out,planned_T2802_6073642.err,True,True,281,222,False,True,True,False,False,started_no_result_summary,0,Kriegspiel (Chess),UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2803_6073643,planned_T2803_6073643.out,planned_T2803_6073643.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,Shatren,UCB1 | HS Playout | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2804_6073644,planned_T2804_6073644.out,planned_T2804_6073644.err,True,True,274,222,False,True,True,False,False,started_no_result_summary,0,Tsatsarandi,UCB1 | Random | Implicit Minimax | Robust,,,,,,,,2.0,1000
planned_T2805_6073645,planned_T2805_6073645.out,planned_T2805_6073645.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Snowpaque,UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,0.2,1000
planned_T2806_6073646,planned_T2806_6073646.out,planned_T2806_6073646.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Tai Shogi,UCB1 | Random | MonteCarlo | MaxAvgScore,,,,,,,,0.5,1000
planned_T2807_6073647,planned_T2807_6073647.out,planned_T2807_6073647.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,Lifeline,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2808_6073648,planned_T2808_6073648.out,planned_T2808_6073648.err,True,True,273,222,False,True,True,False,False,started_no_result_summary,0,Gol Ekuish,UCB1 | Random | Implicit Minimax | Robust,,,,,,,,2.0,1000
planned_T2809_6073649,planned_T2809_6073649.out,planned_T2809_6073649.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Half Chess,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T280_6071120,planned_T280_6071120.out,planned_T280_6071120.err,True,True,378,0,True,True,True,True,True,complete,0,Yakamaido,Progressive History | Random | MonteCarlo | Robust,5.0,30.0,30.0,9.0,16.0,0.0,750.2,2.0,1000
planned_T2810_6073650,planned_T2810_6073650.out,planned_T2810_6073650.err,True,True,284,222,False,True,True,False,False,started_no_result_summary,0,Beirut Chess,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2811_6073651,planned_T2811_6073651.out,planned_T2811_6073651.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Aralzaa,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2812_6073652,planned_T2812_6073652.out,planned_T2812_6073652.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Freeze Frenzy,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2813_6073653,planned_T2813_6073653.out,planned_T2813_6073653.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Egara Guti,UCB1 | Random | AlphaGo | Robust,,,,,,,,0.2,1000
planned_T2814_6073654,planned_T2814_6073654.out,planned_T2814_6073654.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Mu Torere,Progressive Bias | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2815_6073655,planned_T2815_6073655.out,planned_T2815_6073655.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,ConHex,UCB1 | Random | Score Bounded | Robust,,,,,,,,1.0,1000
planned_T2816_6073656,planned_T2816_6073656.out,planned_T2816_6073656.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Sneakthrough,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2817_6073657,planned_T2817_6073657.out,planned_T2817_6073657.err,True,True,275,222,False,True,True,False,False,started_no_result_summary,0,Squava,UCB1 | Heuristic Sampling | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2818_6073658,planned_T2818_6073658.out,planned_T2818_6073658.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Cage,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2819_6073659,planned_T2819_6073659.out,planned_T2819_6073659.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Zuz Mel (7x7),UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T281_6071121,planned_T281_6071121.out,planned_T281_6071121.err,True,True,380,0,True,True,True,True,True,complete,0,Gala (Buginese),UCB1 | PlayoutHS | MonteCarlo | Robust,0.0,30.0,30.0,29.0,1.0,0.0,368.2,0.2,1000
planned_T2820_6073660,planned_T2820_6073660.out,planned_T2820_6073660.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Spline,UCB1 | MAST | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2821_6073661,planned_T2821_6073661.out,planned_T2821_6073661.err,True,True,286,222,False,True,True,False,False,started_no_result_summary,0,Chaturanga (Kridakausalya 14x14),UCB1 | NST | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2822_6073662,planned_T2822_6073662.out,planned_T2822_6073662.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Mangola,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2823_6073663,planned_T2823_6073663.out,planned_T2823_6073663.err,True,True,274,222,False,True,True,False,False,started_no_result_summary,0,Cashlan Gherra,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2824_6073664,planned_T2824_6073664.out,planned_T2824_6073664.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,Hujura,McGRAVE | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2825_6073665,planned_T2825_6073665.out,planned_T2825_6073665.err,True,True,262,222,False,True,True,False,False,started_no_result_summary,0,Haretavl,UCB1 | Random | AlphaGo | Robust,,,,,,,,0.2,1000
planned_T2826_6073666,planned_T2826_6073666.out,planned_T2826_6073666.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Pulijudamu,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2827_6073667,planned_T2827_6073667.out,planned_T2827_6073667.err,True,True,279,222,False,True,True,False,False,started_no_result_summary,0,Kotu Baendum,UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,1.0,1000
planned_T2828_6073668,planned_T2828_6073668.out,planned_T2828_6073668.err,True,True,285,222,False,True,True,False,False,started_no_result_summary,0,Tibetan Jiuqi,Progressive History | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2829_6073669,planned_T2829_6073669.out,planned_T2829_6073669.err,True,True,285,222,False,True,True,False,False,started_no_result_summary,0,Adzua (Children),Progressive Bias | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T282_6071122,planned_T282_6071122.out,planned_T282_6071122.err,True,True,366,0,True,True,True,True,True,complete,0,Sittuyin,UCB1 | Random | Implicit Minimax | Robust,3.0,30.0,30.0,21.0,6.0,0.0,50.8,0.5,1000
planned_T2830_6073670,planned_T2830_6073670.out,planned_T2830_6073670.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Qirq,UCB1 | Random | Score Bounded | Robust,,,,,,,,0.5,1000
planned_T2831_6073671,planned_T2831_6073671.out,planned_T2831_6073671.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Diagonal Hex,McGRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2832_6073672,planned_T2832_6073672.out,planned_T2832_6073672.err,True,True,265,222,False,True,True,False,False,started_no_result_summary,0,Tavan Tal,UCB1 | Random | Heuristic | Robust,,,,,,,,2.0,1000
planned_T2833_6073673,planned_T2833_6073673.out,planned_T2833_6073673.err,True,True,262,222,False,True,True,False,False,started_no_result_summary,0,Gadis,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2834_6073674,planned_T2834_6073674.out,planned_T2834_6073674.err,True,True,262,222,False,True,True,False,False,started_no_result_summary,0,Notakto,UCB1 | MAST | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2835_6073675,planned_T2835_6073675.out,planned_T2835_6073675.err,True,True,275,222,False,True,True,False,False,started_no_result_summary,0,Complica,UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,1.0,1000
planned_T2836_6073676,planned_T2836_6073676.out,planned_T2836_6073676.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Fergen Gobale,UCB1 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2837_6073677,planned_T2837_6073677.out,planned_T2837_6073677.err,True,True,295,222,False,True,True,False,False,started_no_result_summary,0,Smasandyutakankarikrida (Allahabad),McGRAVE | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2838_6073678,planned_T2838_6073678.out,planned_T2838_6073678.err,True,True,283,222,False,True,True,False,False,started_no_result_summary,0,Yeung Luk Sz' Kon Tseung Kwan,UCB1 | NST | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2839_6073679,planned_T2839_6073679.out,planned_T2839_6073679.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Mbelele,UCB1 | NST | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T283_6071123,planned_T283_6071123.out,planned_T283_6071123.err,True,True,379,0,True,True,True,True,True,complete,0,Che Lo,Progressive Bias | Random | MonteCarlo | Robust,12.0,30.0,30.0,18.0,0.0,0.0,140.0,1.0,1000
planned_T2840_6073680,planned_T2840_6073680.out,planned_T2840_6073680.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Janggi,UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2841_6073681,planned_T2841_6073681.out,planned_T2841_6073681.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Manzhouqi,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2842_6073682,planned_T2842_6073682.out,planned_T2842_6073682.err,True,True,265,222,False,True,True,False,False,started_no_result_summary,0,Squadro,UCB1 | Random | Qualitative | Robust,,,,,,,,0.5,1000
planned_T2843_6073683,planned_T2843_6073683.out,planned_T2843_6073683.err,True,True,273,222,False,True,True,False,False,started_no_result_summary,0,Score Four,UCB1 | Random | Implicit Minimax | Robust,,,,,,,,1.0,1000
planned_T2844_6073684,planned_T2844_6073684.out,planned_T2844_6073684.err,True,True,286,222,False,True,True,False,False,started_no_result_summary,0,Rumi Shatranj,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2845_6073685,planned_T2845_6073685.out,planned_T2845_6073685.err,True,True,285,222,False,True,True,False,False,started_no_result_summary,0,Cercar La Liebre,Implicit Minimax | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2846_6073686,planned_T2846_6073686.out,planned_T2846_6073686.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Ijil Buga,UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,0.5,1000
planned_T2847_6073687,planned_T2847_6073687.out,planned_T2847_6073687.err,True,True,275,222,False,True,True,False,False,started_no_result_summary,0,Tugul Shodra,UCB1 | Random | Implicit Minimax | Robust,,,,,,,,1.0,1000
planned_T2848_6073688,planned_T2848_6073688.out,planned_T2848_6073688.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Minishogi,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2849_6073689,planned_T2849_6073689.out,planned_T2849_6073689.err,True,True,274,222,False,True,True,False,False,started_no_result_summary,0,Unlur,Progressive Bias | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T284_6071124,planned_T284_6071124.out,planned_T284_6071124.err,True,True,387,0,True,True,True,True,True,complete,0,Kriegspiel (Chess),UCB1 tuned | Random | MonteCarlo | Robust,0.0,30.0,30.0,0.0,30.0,0.0,1000.0,2.0,1000
planned_T2850_6073690,planned_T2850_6073690.out,planned_T2850_6073690.err,True,True,273,222,False,True,True,False,False,started_no_result_summary,0,Poprad Game,UCB1 | Random | MonteCarlo | MaxAvgScore,,,,,,,,0.5,1000
planned_T2851_6073691,planned_T2851_6073691.out,planned_T2851_6073691.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Starchess,UCB1 | NST | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2852_6073692,planned_T2852_6073692.out,planned_T2852_6073692.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,Paintbucket,Progressive Bias | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2853_6073693,planned_T2853_6073693.out,planned_T2853_6073693.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,Amazon Chess,UCB1 | PlayoutHS | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2854_6073694,planned_T2854_6073694.out,planned_T2854_6073694.err,True,True,282,222,False,True,True,False,False,started_no_result_summary,0,Hnefatafl,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2855_6073695,planned_T2855_6073695.out,planned_T2855_6073695.err,True,True,262,222,False,True,True,False,False,started_no_result_summary,0,Shisima,UCB1 | MAST | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2856_6073696,planned_T2856_6073696.out,planned_T2856_6073696.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,AlmaTafl,UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2857_6073697,planned_T2857_6073697.out,planned_T2857_6073697.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Tumbleweed,ExIt | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2858_6073698,planned_T2858_6073698.out,planned_T2858_6073698.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,OddEvenTree,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2859_6073699,planned_T2859_6073699.out,planned_T2859_6073699.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,Ciri Amber,UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,1.0,1000
planned_T285_6071125,planned_T285_6071125.out,planned_T285_6071125.err,True,True,372,0,True,True,True,True,True,complete,0,Chiana wa Kunja,UCB1 | Random | MonteCarlo | Robust,14.0,30.0,30.0,6.0,10.0,0.0,732.5,0.2,1000
planned_T2860_6073700,planned_T2860_6073700.out,planned_T2860_6073700.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Wolf und Schaaf,Alpha-Beta | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2861_6073701,planned_T2861_6073701.out,planned_T2861_6073701.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Boxijn Barildaan,UCB1 | PlayoutHS | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2862_6073702,planned_T2862_6073702.out,planned_T2862_6073702.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Jeson Zam,Implicit Minimax | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2863_6073703,planned_T2863_6073703.out,planned_T2863_6073703.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,Gabata (Adowa),ExIt | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2864_6073704,planned_T2864_6073704.out,planned_T2864_6073704.err,True,True,279,222,False,True,True,False,False,started_no_result_summary,0,Jeu de Renard (Two Foxes),UCB1 | NST | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2865_6073705,planned_T2865_6073705.out,planned_T2865_6073705.err,True,True,282,222,False,True,True,False,False,started_no_result_summary,0,Chess (Siberia),UCB1 | Random | MonteCarlo | Proportional Exp,,,,,,,,0.2,1000
planned_T2866_6073706,planned_T2866_6073706.out,planned_T2866_6073706.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,Addi Kul,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2867_6073707,planned_T2867_6073707.out,planned_T2867_6073707.err,True,True,266,222,False,True,True,False,False,started_no_result_summary,0,BlooGo,McGRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2868_6073708,planned_T2868_6073708.out,planned_T2868_6073708.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Challis Ghutia,AG0 | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2869_6073709,planned_T2869_6073709.out,planned_T2869_6073709.err,True,True,268,222,False,True,True,False,False,started_no_result_summary,0,Windflowers,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T286_6071126,planned_T286_6071126.out,planned_T286_6071126.err,True,True,364,0,True,True,True,True,True,complete,0,Ilpion,AG0 | Random | MonteCarlo | Robust,0.0,30.0,30.0,0.0,30.0,0.0,1000.0,0.5,1000
planned_T2870_6073710,planned_T2870_6073710.out,planned_T2870_6073710.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Chess,UCB1 | Random | Heuristic | Robust,,,,,,,,0.5,1000
planned_T2871_6073711,planned_T2871_6073711.out,planned_T2871_6073711.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Gundru,ExIt | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2872_6073712,planned_T2872_6073712.out,planned_T2872_6073712.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,Merimueng-rimueng-do,UCB1 | PlayoutHS | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2873_6073713,planned_T2873_6073713.out,planned_T2873_6073713.err,True,True,276,222,False,True,True,False,False,started_no_result_summary,0,Okwe (Nigeria),UCB1 | Random | MonteCarlo | MaxAvgScore,,,,,,,,0.2,1000
planned_T2874_6073714,planned_T2874_6073714.out,planned_T2874_6073714.err,True,True,289,222,False,True,True,False,False,started_no_result_summary,0,Aw-li On-nam Ot-tjin,Implicit Minimax | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2875_6073715,planned_T2875_6073715.out,planned_T2875_6073715.err,True,True,277,222,False,True,True,False,False,started_no_result_summary,0,Ngrin,Progressive History | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2876_6073716,planned_T2876_6073716.out,planned_T2876_6073716.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Agilidade,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2877_6073717,planned_T2877_6073717.out,planned_T2877_6073717.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,Toads and Frogs,AG0 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2878_6073718,planned_T2878_6073718.out,planned_T2878_6073718.err,True,True,272,222,False,True,True,False,False,started_no_result_summary,0,The Babylonian,UCB1 | Random | Qualitative | Robust,,,,,,,,0.5,1000
planned_T2879_6073719,planned_T2879_6073719.out,planned_T2879_6073719.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,Residuel,Alpha-Beta | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T287_6071127,planned_T287_6071127.out,planned_T287_6071127.err,True,True,396,0,True,True,True,True,True,complete,0,Nzengue (Small),UCB1 GRAVE | Random | MonteCarlo | Robust,0.0,30.0,30.0,2.0,28.0,0.0,271.9,1.0,1000
planned_T2880_6073720,planned_T2880_6073720.out,planned_T2880_6073720.err,True,True,295,222,False,True,True,False,False,started_no_result_summary,0,Mysore Tiger Game (Three Tigers),UCB1 tuned | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2881_6073721,planned_T2881_6073721.out,planned_T2881_6073721.err,True,True,271,222,False,True,True,False,False,started_no_result_summary,0,Ho-Bag Gonu,UCB1 | PlayoutHS | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2882_6073722,planned_T2882_6073722.out,planned_T2882_6073722.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Huli-Mane Ata,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2883_6073723,planned_T2883_6073723.out,planned_T2883_6073723.err,True,True,262,222,False,True,True,False,False,started_no_result_summary,0,Shah,UCB1 | Random | Qualitative | Robust,,,,,,,,1.0,1000
planned_T2884_6073724,planned_T2884_6073724.out,planned_T2884_6073724.err,True,True,278,222,False,True,True,False,False,started_no_result_summary,0,Breakthru,UCB1 | Heuristic Sampling | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2885_6073725,planned_T2885_6073725.out,planned_T2885_6073725.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Aiyawatstani,UCB1 | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2886_6073726,planned_T2886_6073726.out,planned_T2886_6073726.err,True,True,280,222,False,True,True,False,False,started_no_result_summary,0,Kharbaga,Progressive History | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2887_6073727,planned_T2887_6073727.out,planned_T2887_6073727.err,True,True,269,222,False,True,True,False,False,started_no_result_summary,0,Kulaochal,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2888_6073728,planned_T2888_6073728.out,planned_T2888_6073728.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,Tron,UCB1 GRAVE | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2889_6073729,planned_T2889_6073729.out,planned_T2889_6073729.err,True,True,267,222,False,True,True,False,False,started_no_result_summary,0,En Gehe,UCB1 | Random | Score Bounded | Robust,,,,,,,,0.2,1000
planned_T288_6071128,planned_T288_6071128.out,planned_T288_6071128.err,True,True,382,0,True,True,True,True,True,complete,0,Oure Ngat,AG0 | Random | MonteCarlo | Robust,6.0,30.0,30.0,23.0,1.0,0.0,50.1,2.0,1000
planned_T2890_6073730,planned_T2890_6073730.out,planned_T2890_6073730.err,True,True,261,222,False,True,True,False,False,started_no_result_summary,0,Shobu,AG0 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2891_6073731,planned_T2891_6073731.out,planned_T2891_6073731.err,True,True,281,222,False,True,True,False,False,started_no_result_summary,0,Nin Adnai Kit Adnat,Noisy AG0 | Random | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2892_6073732,planned_T2892_6073732.out,planned_T2892_6073732.err,True,True,265,222,False,True,True,False,False,started_no_result_summary,0,Spree,McBRAVE | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2893_6073733,planned_T2893_6073733.out,planned_T2893_6073733.err,True,True,264,222,False,True,True,False,False,started_no_result_summary,0,Gygoreg,ExIt | Random | MonteCarlo | Robust,,,,,,,,0.2,1000
planned_T2894_6073734,planned_T2894_6073734.out,planned_T2894_6073734.err,True,True,270,222,False,True,True,False,False,started_no_result_summary,0,Line and Cross,AG0 | Random | MonteCarlo | Robust,,,,,,,,0.5,1000
planned_T2895_6073735,planned_T2895_6073735.out,planned_T2895_6073735.err,True,True,263,222,False,True,True,False,False,started_no_result_summary,0,Hex,UCB1 | Heuristic | MonteCarlo | Robust,,,,,,,,1.0,1000
planned_T2896_6073736,planned_T2896_6073736.out,planned_T2896_6073736.err,True,True,275,222,False,True,True,False,False,started_no_result_summary,0,Un,Progressive Widening | Random | MonteCarlo | Robust,,,,,,,,2.0,1000
planned_T2897_6073737,planned_T2897_6073737.out,planned_T2897_6073737.err,True,True,274,222,False,True,True,False,False,started_no_result_summary,0,Hat Diviyan Keliya,UCB1 | Random | Heuristic | Robust,,,,,,,,0.2,1000
