job_base,game,variant,variant_select,variant_simulation,variant_backprop,variant_finalmove,wins,games,winrate,avgMoves,moveTime,gamesPerMatchup,maxMoves,cpus,mem,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
planned_T1346_5801155,Ko-app-paw-na,Progressive History | Random | Score Bounded | Robust,Progressive History,Random,Score Bounded,Robust,5,10,0.5,26.8,0.2,10,1000,4,7G,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1347_5801156,Tron,Progressive History | MAST | Implicit Minimax | MaxAvgScore,Progressive History,MAST,Implicit Minimax,MaxAvgScore,2,10,0.2,52.3,0.2,10,1000,4,7G,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1348_5801157,Bison,UCB1 | NST | AlphaGo | Proportional Exp,UCB1,NST,AlphaGo,Proportional Exp,5,10,0.5,54.8,0.2,10,1000,4,7G,2,77,96,172,3,1,7,11,4,77,6.65,3.53,3.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1349_5801158,Main Tapak Empat,UCB1 GRAVE | Random | Heuristic | Robust,UCB1 GRAVE,Random,Heuristic,Robust,2,10,0.2,124.8,0.2,10,1000,5,7G,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T134_5799943,Cirgol,Implicit Minimax | Random | Implicit Minimax | Robust,Implicit Minimax,Random,Implicit Minimax,Robust,0,10,0.0,33.0,0.2,10,1000,4,7G,2,0,10,10,1,1,4,4,10,12,2.0,2.0,0.0,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1351_5801160,Wagner,Implicit Minimax | MAST | MonteCarlo | MaxAvgScore,Implicit Minimax,MAST,MonteCarlo,MaxAvgScore,5,10,0.5,4.0,0.2,10,1000,4,7G,2,8,8,12,2,1,4,4,8,8,4.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1352_5801161,Chisolo,McBRAVE | MAST | Heuristic | MaxAvgScore,McBRAVE,MAST,Heuristic,MaxAvgScore,1,10,0.1,184.3,0.2,10,1000,4,7G,2,18,28,45,1,2,4,7,4,30,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1353_5801162,Mweso,Progressive Widening | MAST | AlphaGo | MaxAvgScore,Progressive Widening,MAST,AlphaGo,MaxAvgScore,6,10,0.6,157.2,0.2,10,1000,4,7G,2,21,32,52,1,2,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1355_5801164,Greatest Loss,Progressive Widening | MAST | AlphaGo | MaxAvgScore,Progressive Widening,MAST,AlphaGo,MaxAvgScore,5,10,0.5,15.0,0.2,10,1000,4,7G,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1357_5801166,Make Muster,McGRAVE | NST | Score Bounded | Proportional Exp,McGRAVE,NST,Score Bounded,Proportional Exp,1,10,0.1,44.2,0.2,10,1000,4,7G,2,45,64,108,2,1,9,9,12,45,6.22,3.2,3.02,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1359_5801168,Mini Hexchess,UCB1 tuned | NST | MonteCarlo | Proportional Exp,UCB1 tuned,NST,MonteCarlo,Proportional Exp,1,10,0.1,122.2,0.2,10,1000,4,7G,2,37,96,132,12,1,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T135_5799944,Bagh Guti,UCB1 | NST | Score Bounded | Proportional Exp,UCB1,NST,Score Bounded,Proportional Exp,4,10,0.4,291.3,0.2,10,1000,5,7G,2,24,25,48,2,1,5,5,4,25,5.12,3.84,1.28,1,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1360_5801169,Tank Tactics,UCB1 | MAST | Implicit Minimax | MaxAvgScore,UCB1,MAST,Implicit Minimax,MaxAvgScore,6,10,0.6,17.1,0.2,10,1000,4,7G,2,50,66,115,2,2,5,10,4,52,6.28,3.4,2.88,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1361_5801170,Wali,McBRAVE | Random | MonteCarlo | Robust,McBRAVE,Random,MonteCarlo,Robust,0,10,0.0,116.2,0.2,10,1000,4,7G,2,30,42,71,3,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1362_5801171,Kotu Ellima,UCB1 GRAVE | MAST | Score Bounded | MaxAvgScore,UCB1 GRAVE,MAST,Score Bounded,MaxAvgScore,0,10,0.0,518.5,0.2,10,1000,4,7G,2,48,49,96,2,1,9,9,16,49,4.57,3.92,0.65,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1363_5801172,Havannah,UCB1 GRAVE | Random | Implicit Minimax | Robust,UCB1 GRAVE,Random,Implicit Minimax,Robust,8,10,0.8,56.5,0.2,10,1000,4,7G,2,169,384,552,2,1,15,15,6,169,10.44,5.47,4.97,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1364_5801173,Diagonal Hex,McBRAVE | NST | Implicit Minimax | Proportional Exp,McBRAVE,NST,Implicit Minimax,Proportional Exp,0,10,0.0,32.3,0.2,10,1000,4,7G,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1365_5801174,Gamacha,UCB1 | Random | Score Bounded | Robust,UCB1,Random,Score Bounded,Robust,6,10,0.6,75.1,0.2,10,1000,4,7G,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1366_5801175,Gamacha,Alpha-Beta | NST | AlphaGo | Proportional Exp,Alpha-Beta,NST,AlphaGo,Proportional Exp,1,10,0.1,72.7,0.2,10,1000,4,7G,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1367_5801176,El-Mthaltha,McGRAVE | MAST | Heuristic | MaxAvgScore,McGRAVE,MAST,Heuristic,MaxAvgScore,0,10,0.0,28.5,0.2,10,1000,4,7G,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T136_5799945,Triple Tangle,McGRAVE | MAST | AlphaGo | MaxAvgScore,McGRAVE,MAST,AlphaGo,MaxAvgScore,1,10,0.1,263.0,0.2,10,1000,4,7G,2,13,18,30,2,1,5,5,12,61,5.0,3.33,1.67,0,0,0,0,0,0,0,1,1,1,0,,,,,
planned_T1370_5801179,Boseog Gonu,Progressive History | Random | Heuristic | Robust,Progressive History,Random,Heuristic,Robust,3,10,0.3,92.6,0.2,10,1000,4,7G,2,8,13,24,2,1,5,5,4,13,3.69,3.69,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1371_5801180,Watershed,Implicit Minimax | NST | AlphaGo | Proportional Exp,Implicit Minimax,NST,AlphaGo,Proportional Exp,0,10,0.0,60.0,0.2,10,1000,4,7G,2,64,81,144,4,1,9,9,4,83,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1373_5801182,Sahmatloudi,Implicit Minimax | NST | Score Bounded | Proportional Exp,Implicit Minimax,NST,Score Bounded,Proportional Exp,1,10,0.1,55.2,0.2,10,1000,4,7G,2,81,100,180,3,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1374_5801183,Draughts (12x12),Alpha-Beta | MAST | Implicit Minimax | MaxAvgScore,Alpha-Beta,MAST,Implicit Minimax,MaxAvgScore,1,10,0.1,328.6,0.2,10,1000,4,7G,2,144,169,312,4,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1377_5801186,Diris,UCB1 GRAVE | NST | Heuristic | Proportional Exp,UCB1 GRAVE,NST,Heuristic,Proportional Exp,1,10,0.1,6.0,0.2,10,1000,4,7G,2,0,24,40,2,1,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1381_5801190,Komikan,UCB1 tuned | Random | Score Bounded | Robust,UCB1 tuned,Random,Score Bounded,Robust,0,10,0.0,95.9,0.2,10,1000,4,7G,2,42,38,79,2,1,8,9,7,38,4.79,4.16,0.63,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1383_5801192,Half Chess,McGRAVE | Random | Heuristic | Robust,McGRAVE,Random,Heuristic,Robust,0,10,0.0,108.3,0.2,10,1000,4,7G,2,32,45,76,10,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1385_5801194,SupplierSabotage,Progressive Widening | NST | Implicit Minimax | Proportional Exp,Progressive Widening,NST,Implicit Minimax,Proportional Exp,8,10,0.8,82.5,0.2,10,1000,4,7G,2,36,94,129,2,1,7,7,6,36,8.67,4.83,3.83,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1387_5801196,Rabbit Warrens,Progressive History | NST | MonteCarlo | Proportional Exp,Progressive History,NST,MonteCarlo,Proportional Exp,0,10,0.0,146.5,0.2,10,1000,4,7G,2,126,292,417,5,1,13,13,6,130,10.19,5.38,4.81,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1388_5801197,Rabbit Warrens,Progressive Widening | Random | AlphaGo | Robust,Progressive Widening,Random,AlphaGo,Robust,0,10,0.0,104.7,0.2,10,1000,4,7G,2,126,292,417,5,1,13,13,6,130,10.19,5.38,4.81,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1389_5801198,Puhulmutu,Alpha-Beta | MAST | MonteCarlo | MaxAvgScore,Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,2,10,0.2,176.6,0.2,10,1000,4,7G,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1393_5801202,Shui Yen Ho-Shang,Implicit Minimax | Random | Implicit Minimax | Robust,Implicit Minimax,Random,Implicit Minimax,Robust,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,36,29,64,2,1,7,5,6,29,4.41,4.41,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1394_5801203,Das Bohnenspiel,UCB1 GRAVE | MAST | Score Bounded | MaxAvgScore,UCB1 GRAVE,MAST,Score Bounded,MaxAvgScore,4,10,0.4,45.6,0.2,10,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1395_5801204,J'odu,Progressive Widening | NST | AlphaGo | Proportional Exp,Progressive Widening,NST,AlphaGo,Proportional Exp,2,10,0.2,110.3,0.2,10,1000,4,7G,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1397_5801206,Tsoro Yemutatu,Progressive History | MAST | AlphaGo | MaxAvgScore,Progressive History,MAST,AlphaGo,MaxAvgScore,1,10,0.1,874.8,0.2,10,1000,4,7G,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1398_5801207,Ploy,McGRAVE | NST | Score Bounded | Proportional Exp,McGRAVE,NST,Score Bounded,Proportional Exp,2,10,0.2,95.2,0.2,10,1000,4,7G,2,64,81,144,16,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1399_5801208,Lay Gwet Kyah,McBRAVE | Random | Heuristic | Robust,McBRAVE,Random,Heuristic,Robust,5,10,0.5,25.0,0.2,10,1000,4,7G,2,16,25,40,2,2,5,5,4,43,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1402_5801211,Six-Penny Madell,UCB1 | MAST | Heuristic | MaxAvgScore,UCB1,MAST,Heuristic,MaxAvgScore,3,10,0.3,92.8,0.2,10,1000,4,7G,2,0,18,24,2,2,9,13,3,20,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1403_5801212,Namudilakunze,Alpha-Beta | Random | Score Bounded | Robust,Alpha-Beta,Random,Score Bounded,Robust,1,10,0.1,163.0,0.2,10,1000,4,7G,2,18,28,45,1,2,4,7,4,30,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1406_5801215,Kharberg,Progressive Widening | Random | Score Bounded | Robust,Progressive Widening,Random,Score Bounded,Robust,4,10,0.4,160.9,0.2,10,1000,4,7G,2,32,25,56,4,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1407_5801216,Morpharaoh,UCB1 tuned | Random | MonteCarlo | Robust,UCB1 tuned,Random,MonteCarlo,Robust,4,10,0.4,32.7,0.2,10,1000,4,7G,2,48,93,140,3,1,8,8,16,48,6.42,4.17,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1408_5801217,Misoro Tsoro,McBRAVE | MAST | MonteCarlo | MaxAvgScore,McBRAVE,MAST,MonteCarlo,MaxAvgScore,0,10,0.0,84.1,0.2,10,1000,4,7G,2,21,32,52,1,2,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1410_5801219,Teeko,McGRAVE | Random | AlphaGo | Robust,McGRAVE,Random,AlphaGo,Robust,0,10,0.0,7.9,0.2,10,1000,4,7G,2,25,36,60,2,2,5,5,4,41,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1416_5801225,India,Implicit Minimax | MAST | Implicit Minimax | MaxAvgScore,Implicit Minimax,MAST,Implicit Minimax,MaxAvgScore,4,10,0.4,61.9,0.2,10,1000,4,7G,2,36,49,84,2,1,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1417_5801226,Go,UCB1 | NST | Implicit Minimax | Proportional Exp,UCB1,NST,Implicit Minimax,Proportional Exp,2,10,0.2,541.6,0.2,10,1000,5,7G,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1418_5801227,Bug,Alpha-Beta | MAST | AlphaGo | MaxAvgScore,Alpha-Beta,MAST,AlphaGo,MaxAvgScore,1,10,0.1,33.0,0.2,10,1000,4,7G,2,19,54,72,2,1,5,5,6,19,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T141_5799950,Atom,UCB1 GRAVE | Random | AlphaGo | Robust,UCB1 GRAVE,Random,AlphaGo,Robust,7,10,0.7,315.6,0.2,10,1000,4,7G,2,0,49,84,2,1,28,43,7,51,3.43,3.43,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1420_5801229,Spought,McBRAVE | NST | AlphaGo | Proportional Exp,McBRAVE,NST,AlphaGo,Proportional Exp,4,10,0.4,10.7,0.2,10,1000,4,7G,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1422_5801231,Dorvon Cag,McGRAVE | MAST | MonteCarlo | MaxAvgScore,McGRAVE,MAST,MonteCarlo,MaxAvgScore,2,10,0.2,5.7,0.2,10,1000,4,7G,2,0,5,6,2,2,3,3,4,7,2.4,2.4,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1423_5801232,Mysore Tiger Game,Progressive Widening | Random | Score Bounded | Robust,Progressive Widening,Random,Score Bounded,Robust,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,0,6,8,2,2,3,5,5,7,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1425_5801234,Tennessee Waltz,Implicit Minimax | Random | MonteCarlo | Robust,Implicit Minimax,Random,MonteCarlo,Robust,4,10,0.4,19.5,0.2,10,1000,4,7G,2,16,25,40,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1426_5801235,Tennessee Waltz,Progressive History | NST | AlphaGo | Proportional Exp,Progressive History,NST,AlphaGo,Proportional Exp,2,10,0.2,19.7,0.2,10,1000,4,7G,2,16,25,40,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1428_5801237,Omega Chess,UCB1 GRAVE | MAST | Heuristic | MaxAvgScore,UCB1 GRAVE,MAST,Heuristic,MaxAvgScore,3,10,0.3,397.9,0.2,10,1000,4,7G,2,104,169,236,16,1,12,12,4,104,6.65,3.46,3.19,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1429_5801238,Stratomic,UCB1 | Random | AlphaGo | Robust,UCB1,Random,AlphaGo,Robust,5,10,0.5,351.8,0.2,10,1000,4,7G,2,100,121,220,14,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1430_5801239,Omega Chess,Implicit Minimax | NST | Implicit Minimax | Proportional Exp,Implicit Minimax,NST,Implicit Minimax,Proportional Exp,0,10,0.0,538.8,0.2,10,1000,4,7G,2,104,169,236,16,1,12,12,4,104,6.65,3.46,3.19,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1431_5801240,Football Chess,Progressive History | NST | Score Bounded | Proportional Exp,Progressive History,NST,Score Bounded,Proportional Exp,3,10,0.3,562.2,0.2,10,1000,4,7G,2,81,100,180,11,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1433_5801242,Spaji,Implicit Minimax | MAST | Score Bounded | MaxAvgScore,Implicit Minimax,MAST,Score Bounded,MaxAvgScore,5,10,0.5,31.1,0.2,10,1000,4,7G,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1434_5801243,Spaji,Progressive Widening | NST | Implicit Minimax | Proportional Exp,Progressive Widening,NST,Implicit Minimax,Proportional Exp,1,10,0.1,31.1,0.2,10,1000,4,7G,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1439_5801248,Garrisons,Progressive History | Random | Heuristic | Robust,Progressive History,Random,Heuristic,Robust,5,10,0.5,32.8,0.2,10,1000,4,7G,2,52,36,87,2,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T143_5799952,1D Chess,UCB1 | Random | Heuristic | Robust,UCB1,Random,Heuristic,Robust,5,10,0.5,9.0,0.2,10,1000,4,7G,2,8,18,25,6,1,1,8,2,8,1.75,1.75,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1440_5801249,Aqrad,UCB1 tuned | MAST | Implicit Minimax | MaxAvgScore,UCB1 tuned,MAST,Implicit Minimax,MaxAvgScore,3,10,0.3,390.5,0.2,10,1000,4,7G,2,42,56,97,2,2,7,6,4,44,6.24,3.38,2.86,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1441_5801250,Feed the Ducks,McBRAVE | Random | MonteCarlo | Robust,McBRAVE,Random,MonteCarlo,Robust,0,10,0.0,11.5,0.2,10,1000,4,7G,2,61,150,210,3,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1442_5801251,Katro Bevohoka,McGRAVE | NST | MonteCarlo | Proportional Exp,McGRAVE,NST,MonteCarlo,Proportional Exp,4,10,0.4,135.0,0.2,10,1000,4,7G,2,15,24,38,1,1,4,6,4,24,5.67,3.17,2.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1443_5801252,Veloop (Hex),UCB1 tuned | Random | AlphaGo | Robust,UCB1 tuned,Random,AlphaGo,Robust,7,10,0.7,27.4,0.2,10,1000,5,7G,2,27,73,99,2,1,6,6,6,27,8.22,4.67,3.56,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1444_5801253,There and Back,Progressive History | MAST | Heuristic | MaxAvgScore,Progressive History,MAST,Heuristic,MaxAvgScore,10,10,1.0,25.1,0.2,10,1000,4,7G,2,36,57,96,2,1,8,8,12,36,5.0,2.67,2.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1447_5801256,La Yagua,McBRAVE | MAST | Score Bounded | MaxAvgScore,McBRAVE,MAST,Score Bounded,MaxAvgScore,5,10,0.5,174.8,0.2,10,1000,4,7G,2,36,31,68,2,1,7,5,7,31,4.52,4.39,0.13,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1448_5801257,Mysore Tiger Game,UCB1 | NST | Heuristic | Proportional Exp,UCB1,NST,Heuristic,Proportional Exp,0,10,0.0,551.2,0.2,10,1000,4,7G,2,0,6,8,2,2,3,5,5,7,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1449_5801258,Jeu du Renard et de la Poule,Alpha-Beta | Random | Implicit Minimax | Robust,Alpha-Beta,Random,Implicit Minimax,Robust,5,10,0.5,59.9,0.2,10,1000,4,7G,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T144_5799953,Gundru,Progressive Widening | NST | Score Bounded | Proportional Exp,Progressive Widening,NST,Score Bounded,Proportional Exp,1,10,0.1,955.0,0.2,10,1000,4,7G,2,64,81,144,2,1,9,9,4,147,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1452_5801261,Tsoro Yemutatu (Triangle),Implicit Minimax | NST | Implicit Minimax | Proportional Exp,Implicit Minimax,NST,Implicit Minimax,Proportional Exp,0,10,0.0,900.7,0.2,10,1000,4,7G,2,0,7,10,2,2,3,5,3,9,2.86,2.86,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1455_5801264,Marelle Triple,UCB1 tuned | NST | Score Bounded | Proportional Exp,UCB1 tuned,NST,Score Bounded,Proportional Exp,0,10,0.0,86.1,0.2,10,1000,4,7G,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1456_5801265,Diaballik,UCB1 | Random | AlphaGo | Robust,UCB1,Random,AlphaGo,Robust,3,10,0.3,344.5,0.2,10,1000,5,7G,2,49,64,112,4,1,7,7,4,49,6.37,3.43,2.94,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1457_5801266,Boseog Gonu,McGRAVE | MAST | Implicit Minimax | MaxAvgScore,McGRAVE,MAST,Implicit Minimax,MaxAvgScore,0,10,0.0,23.7,0.2,10,1000,4,7G,2,8,13,24,2,1,5,5,4,13,3.69,3.69,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1458_5801267,Ikibuguzo (Opening 1),UCB1 GRAVE | Random | MonteCarlo | Robust,UCB1 GRAVE,Random,MonteCarlo,Robust,1,10,0.1,73.8,0.2,10,1000,4,7G,2,21,32,52,1,4,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1463_5801272,Feed the Ducks,Implicit Minimax | MAST | Score Bounded | MaxAvgScore,Implicit Minimax,MAST,Score Bounded,MaxAvgScore,1,10,0.1,23.8,0.2,10,1000,4,7G,2,61,150,210,3,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1465_5801274,Unnamed Dutch Draughts Game,Progressive Widening | NST | AlphaGo | Proportional Exp,Progressive Widening,NST,AlphaGo,Proportional Exp,6,10,0.6,158.0,0.2,10,1000,4,7G,2,100,121,220,6,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1468_5801277,Dra,Alpha-Beta | MAST | Implicit Minimax | MaxAvgScore,Alpha-Beta,MAST,Implicit Minimax,MaxAvgScore,2,10,0.2,120.5,0.2,10,1000,4,7G,2,30,42,71,2,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T146_5799955,Bravalath,UCB1 GRAVE | MAST | Score Bounded | MaxAvgScore,UCB1 GRAVE,MAST,Score Bounded,MaxAvgScore,4,10,0.4,30.7,0.2,10,1000,5,9G,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1470_5801279,Solitario,McGRAVE | Random | Implicit Minimax | Robust,McGRAVE,Random,Implicit Minimax,Robust,0,10,0.0,5.9,0.2,10,1000,4,7G,2,20,31,50,2,1,7,5,7,31,5.55,3.23,2.32,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1471_5801280,Selus,UCB1 GRAVE | NST | Heuristic | Proportional Exp,UCB1 GRAVE,NST,Heuristic,Proportional Exp,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,10,18,27,1,1,3,6,4,20,5.22,3.0,2.22,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1472_5801281,Tshuba,Progressive History | Random | AlphaGo | Robust,Progressive History,Random,AlphaGo,Robust,5,10,0.5,26.6,0.2,10,1000,4,7G,2,9,16,24,1,1,4,4,4,18,5.25,3.0,2.25,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1476_5801285,Boxijn Barildaan,UCB1 tuned | Random | Heuristic | Robust,UCB1 tuned,Random,Heuristic,Robust,5,10,0.5,32.8,0.2,10,1000,4,7G,2,5,12,16,2,1,4,4,8,12,4.33,2.67,1.67,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1477_5801286,Dodgem,Progressive Widening | MAST | Heuristic | MaxAvgScore,Progressive Widening,MAST,Heuristic,MaxAvgScore,5,10,0.5,149.6,0.2,10,1000,4,7G,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1478_5801287,Challis Ghutia (Titagarh),UCB1 tuned | NST | MonteCarlo | Proportional Exp,UCB1 tuned,NST,MonteCarlo,Proportional Exp,1,10,0.1,911.5,0.2,10,1000,4,7G,2,128,81,208,2,1,9,9,4,81,5.14,5.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1479_5801288,Madelinette,McBRAVE | Random | MonteCarlo | Robust,McBRAVE,Random,MonteCarlo,Robust,0,10,0.0,38.7,0.2,10,1000,4,7G,2,4,7,11,2,1,3,3,4,7,3.14,3.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1481_5801290,Madelinette,Progressive History | NST | Score Bounded | Proportional Exp,Progressive History,NST,Score Bounded,Proportional Exp,0,10,0.0,276.1,0.2,10,1000,4,7G,2,4,7,11,2,1,3,3,4,7,3.14,3.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1483_5801292,Kharberg,Progressive History | MAST | Implicit Minimax | MaxAvgScore,Progressive History,MAST,Implicit Minimax,MaxAvgScore,7,10,0.7,50.9,0.2,10,1000,4,7G,2,32,25,56,4,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
