job_base,game,variant,variant_select,variant_simulation,variant_backprop,variant_finalmove,wins,games,winrate,avgMoves,moveTime,gamesPerMatchup,maxMoves,cpus,mem,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
planned_T1935_5801744,Breakthrough,Progressive History | Random | Heuristic | Robust,Progressive History,Random,Heuristic,Robust,7,10,0.7,65.6,0.2,10,1000,4,7G,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1939_5801748,Shi Liu Kan Tsiang Kun,Progressive Widening | MAST | Score Bounded | MaxAvgScore,Progressive Widening,MAST,Score Bounded,MaxAvgScore,4,10,0.4,114.6,0.2,10,1000,4,7G,2,36,31,66,2,1,7,7,7,31,4.52,4.26,0.26,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T193_5800002,Tara,Implicit Minimax | MAST | Heuristic | MaxAvgScore,Implicit Minimax,MAST,Heuristic,MaxAvgScore,0,10,0.0,20.7,0.2,10,1000,4,7G,2,16,25,40,2,2,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1940_5801749,Jostle,UCB1 | NST | Implicit Minimax | Proportional Exp,UCB1,NST,Implicit Minimax,Proportional Exp,2,10,0.2,29.7,0.2,10,1000,4,7G,2,100,121,220,2,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1941_5801750,Arimaa,McBRAVE | Random | Implicit Minimax | Robust,McBRAVE,Random,Implicit Minimax,Robust,1,10,0.1,331.5,0.2,10,1000,4,7G,2,64,81,144,12,3,8,8,4,76,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1943_5801752,Cross,UCB1 tuned | NST | Score Bounded | Proportional Exp,UCB1 tuned,NST,Score Bounded,Proportional Exp,7,10,0.7,45.1,0.2,10,1000,4,7G,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1945_5801754,Iyogh,Progressive History | MAST | AlphaGo | MaxAvgScore,Progressive History,MAST,AlphaGo,MaxAvgScore,4,10,0.4,707.5,0.2,10,1000,4,7G,2,7,16,22,1,2,2,8,4,25,4.5,2.75,1.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1947_5801756,Lau Kata Kati,Implicit Minimax | MAST | Heuristic | MaxAvgScore,Implicit Minimax,MAST,Heuristic,MaxAvgScore,1,10,0.1,365.1,0.2,10,1000,4,7G,2,12,19,30,2,1,7,7,5,19,4.84,3.16,1.68,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1948_5801757,T'oki,McGRAVE | Random | AlphaGo | Robust,McGRAVE,Random,AlphaGo,Robust,0,10,0.0,119.9,0.2,10,1000,4,7G,2,25,36,60,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1949_5801758,Yote,Progressive Widening | MAST | Score Bounded | MaxAvgScore,Progressive Widening,MAST,Score Bounded,MaxAvgScore,6,10,0.6,201.8,0.2,10,1000,4,7G,2,25,36,60,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T194_5800003,DisPath,UCB1 tuned | Random | AlphaGo | Robust,UCB1 tuned,Random,AlphaGo,Robust,2,10,0.2,42.9,0.2,10,1000,4,7G,2,16,25,40,2,1,5,5,4,65,5.76,3.2,2.56,0,0,0,0,0,0,0,1,1,0,0,,,,,
planned_T1950_5801759,Owela (Benguela),UCB1 tuned | Random | MonteCarlo | Robust,UCB1 tuned,Random,MonteCarlo,Robust,4,10,0.4,67.5,0.2,10,1000,4,7G,2,33,48,80,1,1,4,12,4,83,6.08,3.33,2.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1951_5801760,Hus (Damara),Implicit Minimax | NST | Score Bounded | Proportional Exp,Implicit Minimax,NST,Score Bounded,Proportional Exp,0,10,0.0,970.3,0.2,10,1000,4,7G,2,33,48,80,1,1,4,12,4,83,6.08,3.33,2.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1953_5801762,Mwambulula,Implicit Minimax | NST | Score Bounded | Proportional Exp,Implicit Minimax,NST,Score Bounded,Proportional Exp,0,10,0.0,896.3,0.2,10,1000,4,7G,2,21,32,52,1,2,4,8,4,55,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1955_5801764,Gurvan Xudag,UCB1 tuned | MAST | Implicit Minimax | MaxAvgScore,UCB1 tuned,MAST,Implicit Minimax,MaxAvgScore,2,10,0.2,74.5,0.2,10,1000,4,7G,2,2,9,10,2,1,3,3,4,9,3.11,2.22,0.89,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1956_5801765,Foji,UCB1 GRAVE | Random | Score Bounded | Robust,UCB1 GRAVE,Random,Score Bounded,Robust,3,10,0.3,191.9,0.2,10,1000,4,7G,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1958_5801767,Tuk Tak,UCB1 GRAVE | NST | Heuristic | Proportional Exp,UCB1 GRAVE,NST,Heuristic,Proportional Exp,0,10,0.0,217.7,0.2,10,1000,4,7G,2,9,16,24,2,2,3,3,4,11,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1964_5801773,Center,UCB1 tuned | Random | Score Bounded | Robust,UCB1 tuned,Random,Score Bounded,Robust,9,10,0.9,25.4,0.2,10,1000,4,7G,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1965_5801774,Shatranj at-Tamma,Progressive History | NST | MonteCarlo | Proportional Exp,Progressive History,NST,MonteCarlo,Proportional Exp,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,100,121,220,14,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1966_5801775,Ntyenge,McBRAVE | MAST | Score Bounded | MaxAvgScore,McBRAVE,MAST,Score Bounded,MaxAvgScore,0,10,0.0,266.5,0.2,10,1000,4,7G,2,7,16,22,1,1,2,8,4,25,4.5,2.75,1.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1967_5801776,Ecosys,McGRAVE | Random | Implicit Minimax | Robust,McGRAVE,Random,Implicit Minimax,Robust,2,10,0.2,65.3,0.2,10,1000,4,7G,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T1969_5801778,Signum,Implicit Minimax | Random | MonteCarlo | Robust,Implicit Minimax,Random,MonteCarlo,Robust,4,10,0.4,91.1,0.2,10,1000,4,7G,2,91,216,306,2,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T196_5800005,Selayar Game,UCB1 GRAVE | Random | Score Bounded | Robust,UCB1 GRAVE,Random,Score Bounded,Robust,1,10,0.1,737.4,0.2,10,1000,5,7G,2,40,37,76,2,1,9,5,10,39,4.54,4.11,0.43,1,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1970_5801779,Rascals,Alpha-Beta | MAST | Implicit Minimax | MaxAvgScore,Alpha-Beta,MAST,Implicit Minimax,MaxAvgScore,0,10,0.0,94.1,0.2,10,1000,4,7G,2,91,216,306,2,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1971_5801780,Sungka,McGRAVE | NST | Heuristic | Proportional Exp,McGRAVE,NST,Heuristic,Proportional Exp,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1974_5801783,Chungcajon,UCB1 tuned | MAST | MonteCarlo | MaxAvgScore,UCB1 tuned,MAST,MonteCarlo,MaxAvgScore,6,10,0.6,231.7,0.2,10,1000,4,7G,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1976_5801785,Chongka',Implicit Minimax | MAST | AlphaGo | MaxAvgScore,Implicit Minimax,MAST,AlphaGo,MaxAvgScore,2,10,0.2,115.8,0.2,10,1000,4,7G,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1977_5801786,Chungcajon,Alpha-Beta | Random | Score Bounded | Robust,Alpha-Beta,Random,Score Bounded,Robust,1,10,0.1,251.8,0.2,10,1000,4,7G,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1978_5801787,Shatranj al-Jawarhiya,UCB1 | NST | MonteCarlo | Proportional Exp,UCB1,NST,MonteCarlo,Proportional Exp,4,10,0.4,227.4,0.2,10,1000,4,7G,2,56,72,127,12,1,8,7,4,56,6.46,3.46,3.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1979_5801788,Musoro Tsoro,McBRAVE | Random | Heuristic | Robust,McBRAVE,Random,Heuristic,Robust,0,10,0.0,100.7,0.2,10,1000,4,7G,2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T1981_5801790,Liu Tsi,Progressive Widening | NST | Heuristic | Proportional Exp,Progressive Widening,NST,Heuristic,Proportional Exp,3,10,0.3,115.2,0.2,10,1000,4,7G,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1983_5801792,Shatranj (14x14),McGRAVE | NST | Implicit Minimax | Proportional Exp,McGRAVE,NST,Implicit Minimax,Proportional Exp,1,10,0.1,888.6,0.2,10,1000,4,8G,2,196,225,420,20,1,14,14,4,196,7.16,3.71,3.45,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1984_5801793,Groups,UCB1 GRAVE | Random | Implicit Minimax | Robust,UCB1 GRAVE,Random,Implicit Minimax,Robust,3,10,0.3,509.4,0.2,10,1000,4,7G,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1985_5801794,Diaballik,UCB1 GRAVE | MAST | MonteCarlo | MaxAvgScore,UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,8,10,0.8,277.2,0.2,10,1000,5,7G,2,49,64,112,4,1,7,7,4,49,6.37,3.43,2.94,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1987_5801796,Veloop (Square),Implicit Minimax | Random | Implicit Minimax | Robust,Implicit Minimax,Random,Implicit Minimax,Robust,3,10,0.3,57.6,0.2,10,1000,5,7G,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T198_5800007,Intotoi,UCB1 | Random | MonteCarlo | Robust,UCB1,Random,MonteCarlo,Robust,3,10,0.3,59.1,0.2,10,1000,4,7G,2,11,24,34,1,4,2,12,4,37,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T1991_5801800,McCooey Chess,McBRAVE | NST | Score Bounded | Proportional Exp,McBRAVE,NST,Score Bounded,Proportional Exp,1,10,0.1,245.4,0.2,10,1000,4,7G,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1993_5801802,Bison,McBRAVE | MAST | Score Bounded | MaxAvgScore,McBRAVE,MAST,Score Bounded,MaxAvgScore,5,10,0.5,68.6,0.2,10,1000,4,7G,2,77,96,172,3,1,7,11,4,77,6.65,3.53,3.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T1995_5801804,Sumi Naga Game (Hunt),UCB1 GRAVE | NST | MonteCarlo | Proportional Exp,UCB1 GRAVE,NST,MonteCarlo,Proportional Exp,3,10,0.3,263.6,0.2,10,1000,4,7G,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1996_5801805,Altan Xaraacaj,McBRAVE | Random | AlphaGo | Robust,McBRAVE,Random,AlphaGo,Robust,0,10,0.0,60.3,0.2,10,1000,4,7G,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1997_5801806,Baghchal,Implicit Minimax | MAST | Heuristic | MaxAvgScore,Implicit Minimax,MAST,Heuristic,MaxAvgScore,5,10,0.5,240.2,0.2,10,1000,4,7G,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T1998_5801807,Orissa Tiger Game (Four Tigers),Progressive Widening | Random | AlphaGo | Robust,Progressive Widening,Random,AlphaGo,Robust,5,10,0.5,307.0,0.2,10,1000,4,7G,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T199_5800008,Nim,Progressive History | MAST | Implicit Minimax | MaxAvgScore,Progressive History,MAST,Implicit Minimax,MaxAvgScore,2,10,0.2,24.7,0.2,10,1000,4,7G,2,5,12,16,1,1,1,5,2,5,1.6,1.6,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T19_5799828,CrossGeo,UCB1 | MAST | AlphaGo | MaxAvgScore,UCB1,MAST,AlphaGo,MaxAvgScore,5,10,0.5,26.0,0.2,10,1000,4,7G,2,1,56,35,3,1,13,17,35,35,0.8,0.8,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
planned_T200_5800009,Loop Xiangqi,McBRAVE | NST | Heuristic | Proportional Exp,McBRAVE,NST,Heuristic,Proportional Exp,3,10,0.3,433.2,0.2,10,1000,4,8G,2,72,90,161,14,1,10,9,4,174,6.78,3.58,3.2,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T202_5800011,Surakarta,UCB1 tuned | NST | Score Bounded | Proportional Exp,UCB1 tuned,NST,Score Bounded,Proportional Exp,2,10,0.2,235.8,0.2,10,1000,4,7G,2,25,36,60,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T204_5800013,Shisima,Implicit Minimax | NST | AlphaGo | Proportional Exp,Implicit Minimax,NST,AlphaGo,Proportional Exp,0,10,0.0,24.1,0.2,10,1000,4,7G,2,0,9,16,2,1,3,3,8,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T206_5800015,Che Lo,McBRAVE | NST | AlphaGo | Proportional Exp,McBRAVE,NST,AlphaGo,Proportional Exp,5,10,0.5,1.0,0.2,10,1000,5,7G,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,1,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T207_5800016,Minishogi,Alpha-Beta | Random | Implicit Minimax | Robust,Alpha-Beta,Random,Implicit Minimax,Robust,3,10,0.3,68.0,0.2,10,1000,4,8G,2,25,36,60,20,1,5,5,4,35,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T208_5800017,Grand Trictrac,Progressive Widening | MAST | AlphaGo | MaxAvgScore,Progressive Widening,MAST,AlphaGo,MaxAvgScore,6,10,0.6,745.2,0.2,10,1000,4,7G,2,12,26,37,4,1,2,13,4,28,4.69,2.85,1.85,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T209_5800018,Bug,McGRAVE | Random | MonteCarlo | Robust,McGRAVE,Random,MonteCarlo,Robust,5,10,0.5,29.4,0.2,10,1000,4,7G,2,19,54,72,2,1,5,5,6,19,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T212_5800021,Yakamaido,UCB1 | Random | Implicit Minimax | Robust,UCB1,Random,Implicit Minimax,Robust,7,10,0.7,56.4,0.2,10,1000,4,7G,2,0,24,40,2,3,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T213_5800022,MensaSpiel,Alpha-Beta | MAST | Heuristic | MaxAvgScore,Alpha-Beta,MAST,Heuristic,MaxAvgScore,5,10,0.5,34.5,0.2,10,1000,5,7G,2,25,48,71,8,1,5,7,11,25,4.08,2.32,1.76,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T215_5800024,1D Chess,Implicit Minimax | NST | MonteCarlo | Proportional Exp,Implicit Minimax,NST,MonteCarlo,Proportional Exp,1,10,0.1,13.6,0.2,10,1000,4,7G,2,8,18,25,6,1,1,8,2,8,1.75,1.75,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T216_5800025,Ikh Buga,Implicit Minimax | MAST | Score Bounded | MaxAvgScore,Implicit Minimax,MAST,Score Bounded,MaxAvgScore,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,160,129,288,2,1,13,13,28,130,4.96,4.47,0.5,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T217_5800026,Windir,UCB1 GRAVE | Random | AlphaGo | Robust,UCB1 GRAVE,Random,AlphaGo,Robust,5,10,0.5,28.0,0.2,10,1000,4,7G,2,2,8,28,1,1,11,11,28,28,12.0,12.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
planned_T219_5800028,Sim,Progressive History | NST | Score Bounded | Proportional Exp,Progressive History,NST,Score Bounded,Proportional Exp,2,10,0.2,12.7,0.2,10,1000,4,7G,2,2,6,15,2,1,7,5,15,15,8.0,8.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
planned_T221_5800030,Gol Ekuish,UCB1 tuned | MAST | Score Bounded | MaxAvgScore,UCB1 tuned,MAST,Score Bounded,MaxAvgScore,1,10,0.1,604.6,0.2,10,1000,4,7G,2,0,43,84,2,1,23,15,6,43,3.91,3.91,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T222_5800031,Vela,Progressive History | Random | Heuristic | Robust,Progressive History,Random,Heuristic,Robust,5,10,0.5,94.8,0.2,10,1000,4,7G,2,64,45,108,2,2,5,9,4,45,4.8,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T224_5800033,Vertiges,UCB1 GRAVE | NST | AlphaGo | Proportional Exp,UCB1 GRAVE,NST,AlphaGo,Proportional Exp,0,10,0.0,597.1,0.2,10,1000,4,7G,2,81,104,184,2,1,12,12,24,104,6.65,3.54,3.12,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T225_5800034,Workers and Soldiers,UCB1 tuned | NST | MonteCarlo | Proportional Exp,UCB1 tuned,NST,MonteCarlo,Proportional Exp,3,10,0.3,700.6,0.2,10,1000,4,7G,2,75,181,255,6,4,10,10,6,79,9.68,5.2,4.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T226_5800035,Connect Four,UCB1 | MAST | Implicit Minimax | MaxAvgScore,UCB1,MAST,Implicit Minimax,MaxAvgScore,0,10,0.0,27.9,0.2,10,1000,5,7G,2,7,16,22,2,1,1,7,2,7,1.71,1.71,0.0,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T227_5800036,Nsolo,McBRAVE | Random | MonteCarlo | Robust,McBRAVE,Random,MonteCarlo,Robust,3,10,0.3,236.7,0.2,10,1000,4,7G,2,27,40,66,1,1,4,10,4,40,6.0,3.3,2.7,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T229_5800038,Deka,UCB1 | NST | Implicit Minimax | Proportional Exp,UCB1,NST,Implicit Minimax,Proportional Exp,0,10,0.0,35.4,0.2,10,1000,4,7G,2,1,13,12,1,1,3,5,4,13,2.77,1.85,0.92,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T22_5799831,Okwe (Achalla),Alpha-Beta | NST | Implicit Minimax | Proportional Exp,Alpha-Beta,NST,Implicit Minimax,Proportional Exp,0,10,0.0,40.9,0.2,10,1000,4,7G,2,0,14,10,1,1,4,4,10,14,1.43,1.43,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T231_5800040,Pula,UCB1 | Random | Score Bounded | Robust,UCB1,Random,Score Bounded,Robust,4,10,0.4,66.9,0.2,10,1000,4,7G,2,37,96,132,4,1,7,7,6,133,8.76,4.86,3.89,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T232_5800041,Coil,Implicit Minimax | MAST | MonteCarlo | MaxAvgScore,Implicit Minimax,MAST,MonteCarlo,MaxAvgScore,6,10,0.6,60.4,0.2,10,1000,4,7G,2,127,294,420,2,2,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T235_5800044,Battleships,Progressive Widening | MAST | Heuristic | MaxAvgScore,Progressive Widening,MAST,Heuristic,MaxAvgScore,6,10,0.6,144.9,0.2,10,1000,5,8G,2,200,231,430,20,2,10,20,4,210,7.12,3.7,3.42,0,0,1,0,0,0,0,0,0,1,0,,,,,
planned_T238_5800047,Hackenbush,McBRAVE | MAST | Implicit Minimax | MaxAvgScore,McBRAVE,MAST,Implicit Minimax,MaxAvgScore,0,10,0.0,7.1,0.2,10,1000,4,7G,2,0,17,16,4,1,5,10,5,16,2.62,2.62,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
planned_T239_5800048,OddEvenTree,Alpha-Beta | NST | AlphaGo | Proportional Exp,Alpha-Beta,NST,AlphaGo,Proportional Exp,0,10,0.0,5.5,0.2,10,1000,4,7G,2,6,8,12,1,1,8,8,4,12,4.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
planned_T23_5799832,Atom,Progressive History | NST | Score Bounded | Proportional Exp,Progressive History,NST,Score Bounded,Proportional Exp,1,10,0.1,318.6,0.2,10,1000,4,7G,2,0,49,84,2,1,28,43,7,51,3.43,3.43,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T240_5800049,Buqruru,UCB1 GRAVE | Random | AlphaGo | Robust,UCB1 GRAVE,Random,AlphaGo,Robust,0,10,0.0,4.2,0.2,10,1000,4,7G,2,3,8,10,1,3,2,4,4,13,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T242_5800051,Breakthru,McBRAVE | Random | Score Bounded | Robust,McBRAVE,Random,Score Bounded,Robust,6,10,0.6,113.5,0.2,10,1000,4,7G,2,121,144,264,3,3,11,11,4,123,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T243_5800052,Allemande,Progressive Widening | Random | MonteCarlo | Robust,Progressive Widening,Random,MonteCarlo,Robust,3,10,0.3,21.2,0.2,10,1000,5,7G,2,77,100,172,2,1,9,9,8,257,6.75,3.53,3.22,0,0,0,0,0,0,0,0,1,1,0,,,,,
planned_T244_5800053,Altan Xaraacaj,McGRAVE | NST | Implicit Minimax | Proportional Exp,McGRAVE,NST,Implicit Minimax,Proportional Exp,0,10,0.0,46.5,0.2,10,1000,4,7G,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T245_5800054,Kensington,Progressive History | MAST | AlphaGo | MaxAvgScore,Progressive History,MAST,AlphaGo,MaxAvgScore,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,61,72,132,2,1,16,21,18,135,5.92,3.67,2.25,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T247_5800056,Shogi,Progressive Widening | NST | MonteCarlo | Proportional Exp,Progressive Widening,NST,MonteCarlo,Proportional Exp,1,10,0.1,549.1,0.2,10,1000,4,8G,2,81,100,180,28,1,9,9,4,95,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T248_5800057,El Zorro,UCB1 tuned | Random | Implicit Minimax | Robust,UCB1 tuned,Random,Implicit Minimax,Robust,2,10,0.2,841.0,0.2,10,1000,4,7G,2,40,33,72,2,1,7,7,16,33,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T249_5800058,Fortresse,McBRAVE | NST | Score Bounded | Proportional Exp,McBRAVE,NST,Score Bounded,Proportional Exp,5,10,0.5,424.2,0.2,10,1000,4,7G,2,40,33,72,2,1,7,7,16,33,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T24_5799833,Phantom Go,McBRAVE | MAST | AlphaGo | MaxAvgScore,McBRAVE,MAST,AlphaGo,MaxAvgScore,1,10,0.1,900.3,0.2,10,1000,4,7G,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,1,0,0,0,0,1,0,0,0,,,,,
planned_T252_5800061,Archworm,McGRAVE | MAST | Heuristic | MaxAvgScore,McGRAVE,MAST,Heuristic,MaxAvgScore,0,10,0.0,704.3,0.2,10,1000,5,7G,2,39,109,150,2,1,8,8,9,41,7.69,4.31,3.38,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T253_5800062,Chiana wa Bwalo,Progressive History | Random | MonteCarlo | Robust,Progressive History,Random,MonteCarlo,Robust,3,10,0.3,360.2,0.2,10,1000,4,7G,2,45,64,108,1,1,4,16,4,111,6.19,3.38,2.81,0,0,0,0,1,0,0,1,0,1,0,,,,,
planned_T254_5800063,To Kinegi tou Lagou,UCB1 tuned | NST | Heuristic | Proportional Exp,UCB1 tuned,NST,Heuristic,Proportional Exp,0,10,0.0,1000.0,0.2,10,1000,4,7G,2,8,41,64,6,4,11,11,4,53,3.12,3.12,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
planned_T255_5800064,Complica,McGRAVE | Random | Score Bounded | Robust,McGRAVE,Random,Score Bounded,Robust,0,10,0.0,20.5,0.2,10,1000,5,7G,2,4,10,13,2,1,1,4,2,4,1.5,1.5,0.0,1,0,0,0,0,0,0,0,0,1,0,,,,,
planned_T257_5800066,Duene,UCB1 GRAVE | NST | MonteCarlo | Proportional Exp,UCB1 GRAVE,NST,MonteCarlo,Proportional Exp,0,10,0.0,61.8,0.2,10,1000,4,7G,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
planned_T261_5800070,Faraday,Implicit Minimax | NST | Score Bounded | Proportional Exp,Implicit Minimax,NST,Score Bounded,Proportional Exp,2,10,0.2,92.9,0.2,10,1000,4,7G,2,150,91,240,2,2,11,11,6,91,5.27,5.27,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T262_5800071,Cercar La Liebre,Alpha-Beta | MAST | AlphaGo | MaxAvgScore,Alpha-Beta,MAST,AlphaGo,MaxAvgScore,5,10,0.5,46.0,0.2,10,1000,4,7G,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
planned_T264_5800073,Ngulungu,Progressive Widening | NST | Qualitative | Proportional Exp,Progressive Widening,NST,Qualitative,Proportional Exp,5,10,0.5,18.0,0.2,10,1000,4,7G,2,18,28,45,2,1,4,7,4,28,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,0,0,,,,,
