variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,drawrate,score,n_timeouts,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
UCB1,MAST,Score Bounded,Proportional Exp,0.0,0.37,0.185,0,2.0,2000,2,4,10,13,2,1,1,4,2,4,1.5,1.5,0.0,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,Heuristic,Proportional Exp,0.16,0.0,0.16,0,0.2,2000,2,169,384,552,2,1,15,15,6,169,10.44,5.47,4.97,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,LGR,AlphaGo,MaxAvgScore,0.39,0.0,0.39,0,0.5,2000,2,51,133,183,3,1,10,16,9,51,8.94,4.82,4.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Heuristic Sampling,Score Bounded,Robust,0.0,0.0,0.0,0,1.0,2000,2,0,14,10,1,1,4,4,10,14,1.43,1.43,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
ExIt,Heuristic,Implicit Minimax,Robust,0.09,0.0,0.09,0,1.0,2000,2,225,256,480,3,1,15,15,4,225,7.22,3.73,3.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,169,384,552,2,1,15,15,6,169,10.44,5.47,4.97,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Heuristic Sampling,MonteCarlo,MaxAvgScore,0.42,0.0,0.42,0,0.2,2000,2,0,24,32,2,1,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,HS Playout,AlphaGo,Robust,0.0,0.0,0.0,0,0.5,2000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Robust,0.0,1.0,0.5,0,1.0,2000,2,2,5,6,2,1,3,5,2,7,2.4,2.4,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,PlayoutHS,Implicit Minimax,Robust,0.04,0.02,0.05,0,0.2,2000,2,64,81,176,2,1,9,9,4,82,6.72,4.35,2.37,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,LGR,MonteCarlo,Proportional Exp,0.36,0.08,0.4,0,0.5,2000,2,81,100,180,28,1,9,9,4,95,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Heuristic Sampling,Implicit Minimax,MaxAvgScore,0.5,0.0,0.5,0,1.0,2000,2,81,100,180,28,1,9,9,4,95,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,30,55,200,3,1,9,9,4,55,9.45,7.27,2.18,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Heuristic,Heuristic,Proportional Exp,0.03,0.0,0.03,0,0.2,2000,2,30,55,200,3,1,9,9,4,55,9.45,7.27,2.18,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,LGR,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,44,61,128,2,1,11,7,10,61,6.03,4.2,1.84,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,Random,Score Bounded,Robust,0.0,0.85,0.425,0,1.0,2000,2,4,10,13,3,3,2,5,4,18,4.2,2.6,1.6,1,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,MAST,Heuristic,Robust,0.0,0.0,0.0,0,2.0,2000,2,61,72,132,2,1,16,21,18,72,5.92,3.67,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Random,AlphaGo,Proportional Exp,0.24,0.11,0.295,0,0.2,2000,2,37,102,138,12,2,9,9,12,47,8.11,4.54,3.57,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,Heuristic Sampling,MonteCarlo,Robust,0.02,0.01,0.025,0,0.5,2000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Bias,Random,Score Bounded,Robust,0.5,0.0,0.5,0,2.0,2000,2,0,7,7,1,1,4,7,7,9,2.0,2.0,0.0,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,NST,Qualitative,Robust,0.03,0.04,0.05,0,0.2,2000,2,37,102,138,12,2,9,9,12,47,8.11,4.54,3.57,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,LGR,AlphaGo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,13,18,30,2,1,5,5,12,61,5.0,3.33,1.67,0,0,0,0,0,0,0,1,1,1,0,,,,,
Progressive Widening,Random,Implicit Minimax,Robust,0.4,0.0,0.4,0,1.0,2000,2,0,24,32,2,1,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,NST,Score Bounded,Robust,0.0,0.0,0.0,0,0.2,2000,2,81,100,180,2,2,9,9,4,81,6.72,3.56,3.16,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,PlayoutHS,Score Bounded,MaxAvgScore,0.11,0.0,0.11,0,0.5,2000,2,49,126,174,6,2,7,7,4,53,8.82,4.9,3.92,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Heuristic Sampling,Heuristic,Robust,0.16,0.0,0.16,0,1.0,2000,2,121,286,406,2,2,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,HS Playout,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,121,286,406,2,2,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,Heuristic,Heuristic,Proportional Exp,0.02,0.85,0.445,0,0.2,2000,2,96,117,212,18,2,8,12,4,96,6.79,3.58,3.21,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,HS Playout,Qualitative,MaxAvgScore,0.02,0.0,0.02,0,0.5,2000,2,64,81,144,12,3,8,8,4,76,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Heuristic,MonteCarlo,MaxAvgScore,0.29,0.05,0.315,0,0.5,2000,2,39,80,118,1,1,2,40,4,121,4.9,2.95,1.95,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,PlayoutHS,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,114,217,330,2,1,15,15,18,114,9.42,4.21,3.21,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,40,37,76,2,1,9,5,10,39,4.54,4.11,0.43,1,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,Heuristic Sampling,Implicit Minimax,Robust,0.0,0.43,0.215,0,1.0,2000,2,96,117,212,18,2,8,12,4,96,6.79,3.58,3.21,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,LGR,MonteCarlo,MaxAvgScore,0.0,0.05,0.025,0,2.0,2000,2,0,35,30,1,1,9,17,21,30,2.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
AG0,Heuristic,Heuristic,Proportional Exp,0.01,0.0,0.01,0,0.2,2000,2,0,35,30,1,1,9,17,21,30,2.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive History,HS Playout,Score Bounded,Proportional Exp,0.68,0.09,0.725,0,0.5,2000,2,81,198,278,12,1,9,9,4,81,9.48,5.14,4.35,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Heuristic,Implicit Minimax,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,75,181,255,2,1,10,10,6,75,9.68,5.2,4.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Heuristic Sampling,Qualitative,MaxAvgScore,0.01,0.06,0.04,0,2.0,2000,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Heuristic,Robust,0.99,0.0,0.99,0,1.0,2000,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,Qualitative,Robust,0.0,0.0,0.0,0,0.5,2000,2,66,166,231,2,1,11,11,3,66,9.09,5.0,4.09,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,PlayoutHS,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,12,37,48,2,1,4,4,6,12,6.5,4.0,2.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Heuristic,Qualitative,Robust,0.0,0.0,0.0,0,2.0,2000,2,13,24,36,2,1,5,5,8,15,4.92,2.46,2.46,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,NST,AlphaGo,Robust,0.14,0.33,0.305,0,0.2,2000,2,30,25,54,2,1,3,15,2,25,4.32,4.32,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,PlayoutHS,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,30,25,54,2,1,3,15,2,25,4.32,4.32,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,MonteCarlo,Proportional Exp,0.01,0.0,0.01,0,2.0,2000,2,25,48,71,8,1,5,7,11,25,4.08,2.32,1.76,1,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,MonteCarlo,MaxAvgScore,0.02,0.0,0.02,0,0.2,2000,2,21,32,52,1,4,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
ExIt,Heuristic,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,MAST,MonteCarlo,Robust,0.0,0.0,0.0,0,2.0,2000,2,120,520,600,2,1,24,45,120,120,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Heuristic,AlphaGo,Proportional Exp,0.44,0.0,0.44,0,0.2,2000,2,8,19,30,2,3,5,9,5,29,4.42,3.16,1.26,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,PlayoutHS,Score Bounded,MaxAvgScore,0.19,0.0,0.19,0,0.5,2000,2,12,23,38,2,3,5,15,5,37,4.87,3.3,1.57,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.48,0.0,0.48,0,1.0,2000,2,18,36,48,1,3,4,11,12,36,4.67,2.67,2.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,Random,AlphaGo,MaxAvgScore,0.38,0.0,0.38,0,2.0,2000,2,144,169,312,2,2,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,18,32,49,4,1,7,8,16,32,5.31,3.06,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,PlayoutHS,Score Bounded,MaxAvgScore,0.27,0.44,0.49,0,0.5,2000,2,64,73,136,2,1,17,17,20,73,4.6,3.73,0.88,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,HS Playout,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,12,19,30,2,1,7,7,5,19,4.84,3.16,1.68,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,Heuristic,Implicit Minimax,Robust,0.0,0.0,0.0,0,2.0,2000,2,9,16,24,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,Heuristic Sampling,Score Bounded,MaxAvgScore,0.5,0.0,0.5,0,0.2,2000,2,12,11,22,2,1,5,3,2,11,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Random,Implicit Minimax,Robust,0.5,0.0,0.5,0,0.2,2000,2,0,5,6,2,2,3,3,4,7,2.4,2.4,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,Qualitative,Proportional Exp,0.0,1.0,0.5,0,0.5,2000,2,80,53,132,2,1,9,9,16,53,4.98,4.98,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Heuristic,AlphaGo,Robust,0.0,0.0,0.0,0,1.0,2000,2,216,127,342,2,1,13,13,6,127,5.39,5.39,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,LGR,Qualitative,Robust,0.0,0.0,0.0,0,2.0,2000,2,144,169,312,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,196,225,420,2,1,15,15,4,225,7.22,3.73,3.48,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,MAST,Heuristic,MaxAvgScore,0.01,0.0,0.01,0,0.5,2000,2,100,121,220,2,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic,Implicit Minimax,MaxAvgScore,0.0,0.15,0.075,0,1.0,2000,2,36,49,84,2,1,11,7,5,49,6.2,3.43,2.78,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Heuristic Sampling,Implicit Minimax,Proportional Exp,0.54,0.0,0.54,0,2.0,2000,2,144,169,312,2,2,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Heuristic,Robust,0.15,0.67,0.485,0,0.2,2000,2,3,8,10,1,1,2,4,4,8,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Heuristic Sampling,Qualitative,Proportional Exp,0.02,0.24,0.14,0,0.5,2000,2,36,49,84,2,1,11,7,5,49,6.2,3.43,2.78,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,NST,Implicit Minimax,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,64,81,144,2,2,9,9,4,147,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.01,0.0,0.01,0,0.5,2000,2,1,4,4,1,1,1,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,LGR,Heuristic,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,136,93,228,2,1,13,9,10,93,5.08,4.9,0.17,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,Heuristic Sampling,MonteCarlo,Robust,0.26,0.0,0.26,0,0.5,2000,2,40,37,76,2,4,9,5,10,79,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,PlayoutHS,Heuristic,Proportional Exp,0.14,0.0,0.14,0,1.0,2000,2,40,37,76,2,4,9,5,10,79,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Proportional Exp,0.29,0.0,0.29,0,2.0,2000,2,0,24,40,2,3,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,Random,AlphaGo,Proportional Exp,0.01,0.0,0.01,0,0.2,2000,2,64,73,136,2,1,17,17,20,73,4.6,3.73,0.88,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Heuristic Sampling,Heuristic,MaxAvgScore,0.53,0.23,0.645,0,0.5,2000,2,48,49,96,2,1,9,9,16,49,4.57,3.92,0.65,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,Implicit Minimax,Robust,0.34,0.0,0.34,0,1.0,2000,2,0,24,32,2,3,7,7,4,26,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,HS Playout,Heuristic,Proportional Exp,0.02,0.0,0.02,0,2.0,2000,2,49,126,174,6,2,7,7,4,53,8.82,4.9,3.92,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,PlayoutHS,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,0,16,20,2,2,5,5,4,18,2.5,2.5,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,HS Playout,Implicit Minimax,MaxAvgScore,0.37,0.0,0.37,0,1.0,2000,2,24,25,48,2,1,5,5,4,25,5.12,3.84,1.28,1,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,Heuristic Sampling,Heuristic,Robust,0.0,0.0,0.0,0,0.5,2000,2,0,6,8,2,2,3,5,5,7,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,HS Playout,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,0,9,16,2,2,3,3,8,11,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,HS Playout,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,13,24,36,2,1,5,5,8,15,4.92,2.46,2.46,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,MonteCarlo,Robust,0.1,0.0,0.1,0,2.0,2000,2,10,20,29,1,1,2,11,2,20,4.5,2.9,1.6,0,0,0,0,1,0,0,1,0,0,0,,,,,
AG0,Heuristic Sampling,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,27,40,66,1,1,4,10,4,40,6.0,3.3,2.7,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Bias,HS Playout,Implicit Minimax,Robust,0.0,0.0,0.0,0,0.5,2000,2,21,32,52,1,2,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0,,,,,
Noisy AG0,PlayoutHS,AlphaGo,MaxAvgScore,0.0,1.0,0.5,0,1.0,2000,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Bias,Heuristic,AlphaGo,Robust,0.0,0.0,0.0,0,2.0,2000,2,40,10,45,3,3,15,15,45,45,16.0,16.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
ExIt,HS Playout,Heuristic,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,10,20,29,1,1,2,11,2,20,4.5,2.9,1.6,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1,Random,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,11,24,34,1,2,2,12,4,24,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Heuristic,Qualitative,Robust,0.0,0.0,0.0,0,0.5,2000,2,27,40,66,1,1,4,10,4,40,6.0,3.3,2.7,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,LGR,Score Bounded,Robust,0.44,0.0,0.44,0,1.0,2000,2,11,24,34,1,2,2,12,4,24,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,0,0,,,,,
AG0,Heuristic Sampling,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,4,8,11,1,1,3,5,2,8,3.75,2.75,1.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,AlphaGo,MaxAvgScore,0.2,0.65,0.525,0,0.2,2000,2,3,8,10,1,1,2,4,4,8,4.0,2.5,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Bias,LGR,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,8,16,23,1,1,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,PlayoutHS,AlphaGo,Robust,0.0,0.0,0.0,0,1.0,2000,2,6,12,17,1,1,2,7,2,12,4.17,2.83,1.33,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,NST,Heuristic,Proportional Exp,0.0,0.04,0.02,0,2.0,2000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 tuned,Heuristic,Heuristic,MaxAvgScore,0.4,0.0,0.4,0,0.2,2000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Random,Score Bounded,Proportional Exp,0.01,0.0,0.01,0,0.2,2000,2,120,520,600,2,1,24,45,120,120,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,MAST,Heuristic,Robust,0.04,0.0,0.04,0,0.5,2000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.02,0.0,0.02,0,1.0,2000,2,81,104,184,2,1,12,12,24,104,6.65,3.54,3.12,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,HS Playout,MonteCarlo,Robust,0.44,0.0,0.44,0,2.0,2000,2,150,91,240,2,2,11,11,6,91,5.27,5.27,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Random,Implicit Minimax,Proportional Exp,0.02,0.0,0.02,0,0.2,2000,2,136,93,228,2,1,13,9,10,93,5.08,4.9,0.17,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,NST,MonteCarlo,MaxAvgScore,0.5,0.0,0.5,0,0.5,2000,2,8,18,25,6,1,1,8,2,8,1.75,1.75,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,NST,Score Bounded,Robust,0.5,0.0,0.5,0,1.0,2000,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,1,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,HS Playout,AlphaGo,MaxAvgScore,1.0,0.0,1.0,0,2.0,2000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,MAST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,0,9,16,2,1,3,3,8,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,LGR,Implicit Minimax,Robust,0.58,0.0,0.58,0,0.5,2000,2,49,126,174,6,2,7,7,4,53,8.82,4.9,3.92,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,PlayoutHS,Score Bounded,MaxAvgScore,0.83,0.05,0.855,0,1.0,2000,2,128,81,208,4,1,9,9,4,81,5.14,5.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,0,36,35,3,1,12,14,19,71,1.94,1.94,0.0,0,0,0,0,0,0,0,1,1,0,0,,,,,
Implicit Minimax,HS Playout,MonteCarlo,Robust,0.42,0.0,0.42,0,2.0,2000,2,94,60,153,3,1,9,9,6,60,5.1,5.1,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,Heuristic Sampling,Qualitative,Proportional Exp,0.08,0.03,0.095,0,0.2,2000,2,120,72,191,6,1,12,12,4,72,5.31,5.31,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Heuristic,AlphaGo,Proportional Exp,0.08,0.0,0.08,0,0.5,2000,2,94,60,153,3,1,9,9,6,60,5.1,5.1,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,Heuristic Sampling,Implicit Minimax,MaxAvgScore,0.8,0.0,0.8,0,1.0,2000,2,73,48,120,2,1,8,8,6,48,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,PlayoutHS,Score Bounded,Robust,0.0,0.0,0.0,0,2.0,2000,2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Qualitative,MaxAvgScore,0.38,0.0,0.38,0,0.2,2000,2,36,31,66,2,1,7,5,7,31,4.52,4.26,0.26,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,LGR,Qualitative,Robust,0.0,0.0,0.0,0,0.5,2000,2,64,41,104,2,1,9,9,4,41,5.07,5.07,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,Random,Heuristic,Proportional Exp,0.0,1.0,0.5,0,1.0,2000,2,21,32,52,1,1,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,LGR,MonteCarlo,MaxAvgScore,0.13,0.01,0.135,0,2.0,2000,2,11,24,34,1,4,2,12,4,37,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
AG0,NST,AlphaGo,Robust,0.0,0.0,0.0,0,0.2,2000,2,45,64,108,1,1,4,16,4,111,6.19,3.38,2.81,0,0,0,0,1,0,0,1,0,1,0,,,,,
Noisy AG0,PlayoutHS,Qualitative,Robust,0.03,0.0,0.03,0,1.0,2000,2,77,100,172,2,1,9,9,8,257,6.75,3.53,3.22,0,0,0,0,0,0,0,0,1,1,0,,,,,
UCB1 GRAVE,Heuristic,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,45,64,108,1,1,4,16,4,111,6.19,3.38,2.81,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,LGR,Score Bounded,Robust,0.01,0.0,0.01,0,1.0,2000,2,15,24,38,1,2,4,6,4,41,5.67,3.17,2.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
ExIt,MAST,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,15,24,38,1,2,4,6,4,41,5.67,3.17,2.5,0,0,0,0,1,0,0,1,0,1,0,,,,,
Noisy AG0,Random,Qualitative,Robust,0.01,0.0,0.01,0,0.2,2000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Implicit Minimax,Heuristic Sampling,MonteCarlo,Proportional Exp,0.19,0.0,0.19,0,0.5,2000,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,HS Playout,Heuristic,Robust,0.01,0.0,0.01,0,1.0,2000,2,9,20,28,1,2,2,10,4,31,4.6,2.8,1.8,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,NST,AlphaGo,Proportional Exp,0.03,0.0,0.03,0,2.0,2000,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
AG0,Heuristic,Qualitative,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
