game,numPlayers,numCells,numVertices,numEdges,numComponents,numPhases,numRows,numColumns,numCorners,numPlayableSites,avgNumDirections,avgNumOrthogonal,avgNumDiagonal,isStacking,isStochastic,hasHiddenInfo,requiresTeams,hasTrack,hasCard,hasHandDice,isVertexGame,isEdgeGame,isCellGame,isDeductionPuzzle,isSimultaneous,isAlternating,maxCount,maxLocalStates,stateSpaceLog
Abalala'e,2,10,18,27,1,1,3,6,4,30,5.22,3.00,2.22,0,0,0,0,1,0,0,1,0,1,0
Baqura,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Dabuda,2,9,20,28,1,2,2,10,4,31,4.60,2.80,1.80,0,0,0,0,1,0,0,1,0,1,0
Paitariya,2,0,24,32,2,1,7,7,4,26,2.67,2.67,0.00,0,0,0,0,0,0,0,1,0,1,0
Quela,2,15,24,38,1,4,4,6,4,41,5.67,3.17,2.50,0,0,0,0,1,0,0,1,0,1,0
Unnamed Dutch Draughts Game,2,100,121,220,6,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Unachess,2,64,81,144,12,1,8,8,4,76,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Tsoro Yemutatu (Triangle),2,0,7,10,2,2,3,5,3,9,2.86,2.86,0.00,0,0,0,0,0,0,0,1,0,1,0
Pretwa,2,0,19,36,2,1,7,7,6,19,3.79,3.79,0.00,0,0,0,0,0,0,0,1,0,0,0
NotChess,2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Crand,2,64,81,160,4,1,9,9,4,81,6.72,3.95,2.77,0,0,0,0,0,0,0,1,0,0,0
Netted,2,18,52,69,4,1,5,5,6,87,7.33,4.33,3.00,1,0,0,0,0,0,0,0,1,1,0
Puhulmutu,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.50,0,0,0,0,1,0,0,1,0,0,0
3D Tic-Tac-Toe,2,33,48,80,3,1,11,3,4,33,5.58,3.15,2.42,0,0,0,0,0,0,0,0,0,1,0
CrossGeo,2,1,56,35,3,1,13,17,35,35,0.80,0.80,0.00,0,0,0,0,0,0,0,0,1,0,0
Raquithue,2,30,48,77,2,1,8,7,9,48,5.71,3.21,2.50,0,0,0,0,0,0,0,1,0,0,0
Santorini,2,25,36,60,6,2,5,5,4,27,5.76,3.20,2.56,1,0,0,0,0,0,0,0,0,1,0
Hufesay,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Bao Ki Arabu (Zanzibar 2),2,21,32,52,1,1,4,8,4,55,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0
Yup'ik Checkers,2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Samurai Sudoku,1,369,436,804,0,1,21,21,20,369,6.98,3.64,3.34,0,0,0,0,0,0,0,0,0,1,1
Sabou'iyya,2,25,36,60,2,2,5,5,4,27,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Sneakthrough,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,1,0,0,0,0,0,0,1,0
Boukerourou,2,3,8,10,1,1,2,4,4,8,4.00,2.50,1.50,0,0,0,0,1,0,0,1,0,0,0
Mangala (Turkey),2,6,14,19,1,1,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0
Wan Fu Cave Game,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.00,0,0,0,0,0,0,0,1,0,0,0
Manifold,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Fivalath,2,81,100,180,2,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,1,0,0,0
Medieval Chess,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Salta,2,100,121,220,30,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Santaraj,2,64,81,144,12,1,8,8,4,74,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Product,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Kriegsspiel,2,1617,1700,3316,17,5,33,49,4,1629,7.70,3.90,3.80,0,0,1,0,0,0,0,0,0,1,0
McCooey Chess,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0
Pippinzip (Zipline variant),2,144,169,312,2,2,13,13,4,169,7.10,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0
Paintbucket,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Symbol S.2,2,5,12,16,2,2,4,4,12,19,3.00,2.67,0.33,0,0,0,0,0,0,0,1,0,1,0
Louis XVI,2,79,294,276,3,1,13,13,12,79,9.42,5.01,4.41,0,0,0,0,0,0,0,0,0,1,0
Baghchal,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.00,0,0,0,0,0,0,0,1,0,1,0
OddEvenTree,2,6,8,12,1,1,8,8,4,12,4.00,4.00,0.00,0,0,0,0,0,0,0,0,1,0,0
Lisolo,2,21,32,52,1,2,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0
Roman Small Merels,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0
Quiela,2,18,28,45,1,3,4,7,4,30,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0
Adere,2,36,97,132,2,1,8,8,3,36,8.17,4.67,3.50,1,0,0,0,0,0,0,0,0,1,0
Madelinette,2,4,7,11,2,1,3,3,4,7,3.14,3.14,0.00,0,0,0,0,0,0,0,1,0,0,0
Li'b al-Sidr,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.00,0,0,0,0,0,0,0,1,0,1,0
Squish,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Gala (Buginese),2,49,64,112,2,3,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0
Manu,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.00,0,0,0,0,0,0,0,1,0,1,0
Nedilmarth,2,16,9,20,1,1,5,5,12,20,8.00,8.00,0.00,0,0,0,0,0,0,0,0,1,0,0
Samantsy,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Horde Chess,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Ratio,2,4,8,16,2,2,4,4,2,9,4.00,4.00,0.00,0,0,0,0,0,0,0,1,0,1,0
Celticator,2,41,44,84,3,1,11,11,4,127,6.24,1.76,3.51,0,0,0,0,0,0,0,0,1,1,0
Plotto,2,1261,2646,3906,4,1,41,41,6,1265,11.42,5.80,5.61,0,0,0,0,0,0,0,0,0,1,0
Kay,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0
Nao Guti,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.00,0,0,0,0,0,0,0,1,0,1,0
Zamma,2,128,81,208,4,1,9,9,4,81,5.14,5.14,0.00,0,0,0,0,0,0,0,1,0,0,0
Susan,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Spava,2,14,30,96,3,1,4,4,4,33,8.27,6.40,1.87,0,0,0,0,0,0,0,1,0,1,0
Lam Waladach,2,5,12,16,1,3,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Rumi Shatranj,2,64,81,144,12,3,8,8,4,74,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Wumpus World,1,16,25,40,2,1,4,4,4,17,5.25,3.00,2.25,0,0,0,0,0,0,0,0,0,1,0
I,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0
Xarajlt,2,8,15,22,2,1,5,3,4,15,5.07,2.93,2.13,0,0,0,0,0,0,0,1,0,0,0
Renard et les Poules,2,40,33,72,2,2,7,7,16,34,4.36,4.36,0.00,0,0,0,0,0,0,0,1,0,1,0
Persian Chess with a Queen,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Neutreeko,2,25,36,60,2,1,5,5,4,25,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Kisolo (Lali),2,21,32,52,1,1,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0
TacTix,2,16,25,40,1,1,4,4,4,16,5.25,3.00,2.25,0,0,0,0,0,0,0,0,0,1,0
Seega,2,25,36,60,2,2,5,5,4,27,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Satoel,2,136,93,228,2,1,13,9,10,93,5.08,4.90,0.17,0,0,0,0,0,0,0,1,0,0,0
Anti-Knight Sudoku,1,81,100,180,0,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,1
Altiev,2,5,12,16,1,1,2,6,4,14,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Len Cua Kin Ngoa,2,16,25,40,2,4,4,4,4,17,5.25,3.00,2.25,0,0,0,0,0,0,0,0,0,1,0
Hexade,2,169,384,552,2,1,15,15,6,169,10.44,5.47,4.97,0,0,0,0,0,0,0,0,0,1,0
Grande Acedrex,2,144,169,312,16,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0
Jeson Mor,2,81,100,180,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0
Dam (Singapore),2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,0,0
Unashogi,2,81,100,180,28,1,9,9,4,97,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0
Fibonacci Nim,2,1,4,4,1,1,1,1,1,1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
Blue Nile,2,61,150,210,1,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Center,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0
Cheng Fang Cheng Long,2,16,25,40,2,3,5,5,4,43,5.76,3.20,2.56,0,0,0,0,0,0,0,1,0,1,0
Pylos,2,14,30,96,2,1,4,4,4,32,8.27,6.40,1.87,0,0,0,0,0,0,0,1,0,1,0
Lasca,2,49,64,112,4,1,7,7,4,49,6.37,3.43,2.94,1,0,0,0,0,0,0,0,0,1,0
Manipur Capturing Game,2,16,25,48,2,1,5,5,4,27,5.76,3.84,1.92,0,0,0,0,0,0,0,1,0,1,0
Jostle,2,100,121,220,2,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Complica,2,4,10,13,2,1,1,4,2,4,1.50,1.50,0.00,1,0,0,0,0,0,0,0,0,1,0
The Babylonian,2,100,121,220,2,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Kyoto Shogi,2,25,36,60,18,1,5,5,4,33,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Chess Puzzle,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Puma,2,36,31,68,2,1,7,5,7,31,4.52,4.39,0.13,0,0,0,0,0,0,0,1,0,0,0
Ludus Coriovalli,2,0,10,15,2,2,4,3,4,12,3.00,3.00,0.00,0,0,0,0,0,0,0,1,0,1,0
English Draughts,2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Main Chator,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Malomjatek,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.00,0,0,0,0,0,0,0,1,0,1,0
Dai Seireigi,2,225,256,480,100,1,15,15,4,285,7.22,3.73,3.48,0,0,0,0,0,0,0,0,0,1,0
Contagion,2,64,81,144,2,3,8,8,4,208,6.56,3.50,3.06,0,0,0,0,0,0,0,0,1,1,0
Chucka,2,37,96,132,2,2,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0
Sim,2,2,6,15,2,1,7,5,15,15,8.00,8.00,0.00,0,0,0,0,0,0,0,0,1,0,0
Apit,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Tibetan Jiuqi,2,49,64,112,2,5,8,8,4,115,6.56,3.50,3.06,0,0,0,0,0,0,0,1,0,1,0
Crusade,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Papan Dakon,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.50,0,0,0,0,1,0,0,1,0,0,0
Njombwa (One Counter),2,21,32,52,1,4,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0
Doov,2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Daramuti,2,8,16,23,1,3,2,9,2,16,4.38,2.88,1.50,0,0,0,0,1,0,0,1,0,0,0
Les Pendus,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.00,0,0,0,0,0,0,0,1,0,1,0
Challis Ghutia (Titagarh),2,128,81,208,2,1,9,9,4,81,5.14,5.14,0.00,0,0,0,0,0,0,0,1,0,0,0
Ti,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0
Demala Diviyan Keliya,2,12,23,38,2,2,5,15,5,36,4.87,3.30,1.57,0,0,0,0,0,0,0,1,0,1,0
Line and Cross,2,0,35,30,1,1,9,17,21,30,2.00,2.00,0.00,0,0,0,0,0,0,0,0,1,0,0
The Concentration Game,2,6,12,17,1,1,3,4,4,12,4.83,2.83,2.00,0,0,0,0,1,0,0,1,0,0,0
Aime,4,29,35,60,10,2,17,17,7,72,6.74,3.43,3.31,0,0,1,0,1,0,0,1,0,1,0
Weiqi,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0
Leyla Gobale (Somaliland),2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Sam K'i,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.00,1,0,0,0,0,0,0,1,0,1,0
A-i-u,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Traffic Lights,2,12,20,31,3,1,3,4,4,12,4.83,2.83,2.00,0,0,0,0,0,0,0,0,0,1,0
Sowing,2,0,8,7,1,1,1,8,2,10,1.75,1.75,0.00,1,0,0,0,1,0,0,1,0,1,0
Hawalis,2,18,28,45,1,1,4,7,4,48,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0
Chaturanga,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Hewakam Keliya,2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,0,0
Bam Blang Beh Khla,2,2,10,12,2,1,4,3,2,10,2.40,2.40,0.00,0,0,0,0,0,0,0,1,0,0,0
Spinimax,3,14,30,96,3,1,7,7,4,30,8.27,6.40,1.87,0,0,0,0,0,0,0,1,0,0,0
Tic-Tac-Four,4,25,36,60,4,1,5,5,4,25,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
BlooGo,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0
Boop,2,36,49,84,4,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0
All Queens Chess,2,25,36,60,2,1,5,5,4,25,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Kalah,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0
Gwyddbwyll,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Um el Banat,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Taiji,2,81,100,180,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0
Motiq,2,6,14,19,1,2,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0
Oure Ngat,2,3,8,10,1,1,2,4,4,13,4.00,2.50,1.50,0,0,0,0,1,0,0,1,0,1,0
Kos,2,49,64,112,9,2,7,7,4,51,6.37,3.43,2.94,1,0,0,0,0,0,0,0,0,1,0
Hamiltonian Maze,1,19,33,50,1,1,6,6,5,83,5.70,3.03,2.67,0,0,0,0,0,0,0,1,1,0,0
Chaturanga (12x12),2,144,169,312,16,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0
Lotus,2,61,72,132,2,1,16,21,18,72,5.92,3.67,2.25,0,0,0,0,0,0,0,1,0,0,0
Queen's Four,2,180,208,387,2,1,12,15,4,180,7.12,3.70,3.42,0,0,0,0,0,0,0,0,0,1,0
4 Squared,2,64,100,160,2,1,10,10,16,102,5.76,3.20,2.56,0,0,0,0,0,0,0,1,0,1,0
Bagh Bandi,2,40,37,76,2,2,9,5,10,78,4.54,4.11,0.43,1,0,0,0,0,0,0,1,0,1,0
Kotu Ellima,2,48,49,96,2,1,9,9,16,49,4.57,3.92,0.65,0,0,0,0,0,0,0,1,0,0,0
Gasetavl,2,80,53,132,2,1,9,9,16,53,4.98,4.98,0.00,0,0,0,0,0,0,0,1,0,0,0
Chaturanga (Payagunda),2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Splade,3,14,30,96,3,1,4,4,4,30,8.27,6.40,1.87,0,0,0,0,0,0,0,1,0,0,0
Pulijudamu,2,8,19,30,2,3,5,9,5,29,4.42,3.16,1.26,0,0,0,0,0,0,0,1,0,1,0
Wong,2,64,81,144,2,2,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0
Roll-Ing to Four,2,27,40,66,2,1,10,4,4,40,6.00,3.30,2.70,0,0,0,0,0,0,0,1,0,0,0
Fill A Pix,1,100,121,220,0,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,1
Kotu Baendum,2,8,16,23,1,4,2,9,2,16,4.38,2.88,1.50,0,0,0,0,1,0,0,1,0,0,0
SupplierSabotage,2,36,94,129,2,1,7,7,6,36,8.67,4.83,3.83,0,0,0,0,0,0,0,0,0,1,0
Splice,2,14,30,96,3,1,4,4,4,33,8.27,6.40,1.87,0,0,0,0,0,0,0,1,0,1,0
Onek Rong,2,0,31,72,2,1,7,7,12,31,4.65,4.65,0.00,0,0,0,0,0,0,0,1,0,0,0
Nzengue (Large),2,0,16,20,2,2,5,5,4,18,2.50,2.50,0.00,0,0,0,0,0,0,0,1,0,1,0
Coc-Inbert,2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Merimueng-rimueng-do,2,0,23,38,2,2,5,21,5,25,3.30,3.30,0.00,0,0,0,0,0,0,0,1,0,1,0
Diamond,2,72,62,133,3,2,8,8,6,136,5.84,4.29,1.55,0,0,0,0,0,0,0,1,0,1,0
Patok,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0
Omega Chess,2,104,169,236,16,1,12,12,4,104,6.65,3.46,3.19,0,0,0,0,0,0,0,0,0,1,0
Riga,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.00,0,0,0,0,0,0,0,1,0,0,0
American Pool Checkers,2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Nzengue (Small),2,0,9,12,2,1,3,3,4,11,2.67,2.67,0.00,0,0,0,0,0,0,0,1,0,1,0
Affinage,2,64,81,144,1,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Awagagae,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Tron,2,100,121,220,4,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Leap Frog,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Mughrabieh,2,12,26,37,4,1,2,13,4,28,4.69,2.85,1.85,0,0,0,0,0,0,0,1,0,1,0
Tawlbwrdd,2,121,144,264,3,1,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0
Selayar Game,2,40,37,76,2,1,9,5,10,39,4.54,4.11,0.43,1,0,0,0,0,0,0,1,0,1,0
Tuknanavuhpi,2,64,41,104,2,1,9,9,4,41,5.07,5.07,0.00,0,0,0,0,0,0,0,1,0,0,0
Y (Hex),2,216,127,342,2,1,13,13,6,127,5.39,5.39,0.00,0,0,0,0,0,0,0,1,0,0,0
Ultimate Tic-Tac-Toe,2,90,116,204,4,1,9,9,8,90,6.49,3.47,3.02,0,0,0,0,0,0,0,0,0,1,0
Morpion Solitaire,1,1444,400,1482,1,1,20,20,4,1882,7.41,7.41,0.00,0,0,0,0,0,0,0,1,1,0,0
Chiana wa Bwalo,2,45,64,108,1,1,4,16,4,111,6.19,3.38,2.81,0,0,0,0,1,0,0,1,0,1,0
Omny,2,127,294,420,2,1,13,13,6,127,10.20,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0
Qirkat,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.00,0,0,0,0,0,0,0,1,0,0,0
Broken Line,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0
Short Assize,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,1,0,0,0,0,0,0,0,0,1,0
Fenix,2,81,100,180,2,2,9,9,4,81,6.72,3.56,3.16,1,0,0,0,0,0,0,0,0,1,0
Shatranj al-Kabir,2,123,148,270,22,1,11,13,6,123,6.93,3.61,3.32,0,0,0,0,0,0,0,0,0,1,0
Sahkku (Lujavv'r),2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Fergen Gobale,2,4,14,15,1,2,2,8,10,20,3.29,2.14,1.14,0,0,0,0,1,0,0,1,0,1,0
Speedo,3,14,30,96,3,1,7,7,4,30,8.27,6.40,1.87,0,0,0,0,0,0,0,1,0,0,0
Dama (Comoros),2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Kisolo,2,18,28,45,1,1,4,7,4,28,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,0,0
Chu Seireigi,2,144,169,312,64,1,12,12,4,182,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0
Krida Buddhibalasrita,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Rio Kadalis,2,5,12,16,1,2,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Dum Blas,2,100,121,220,4,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Six-Penny Madell,2,0,18,24,2,2,9,13,3,20,2.67,2.67,0.00,0,0,0,0,0,0,0,1,0,1,0
Dragonchess,2,124,151,274,14,1,10,16,12,124,6.84,3.58,3.26,0,0,0,0,0,0,0,0,0,1,0
Co Chan Cho,2,4,5,8,2,1,3,3,4,5,3.20,3.20,0.00,0,0,0,0,0,0,0,1,0,0,0
Andot,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0
Pente,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0
Yavalath,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Oumoul Kono,2,4,5,8,2,1,3,3,4,5,3.20,3.20,0.00,0,0,0,0,0,0,0,1,0,0,0
Andantino,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.80,5.61,0,0,0,0,0,0,0,0,0,1,0
Mangala (Bedouin),2,5,12,16,1,4,2,6,4,20,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Dorvon Cag,2,0,5,6,2,2,3,3,4,7,2.40,2.40,0.00,0,0,0,0,0,0,0,1,0,1,0
Ikibuguzo (Opening 2),2,21,32,52,1,2,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0
Tapata,2,11,24,34,1,2,2,12,4,24,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,0,0
Tauru,2,30,42,71,2,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0
Quathaxx,2,96,121,216,2,1,37,52,6,96,6.69,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Shatranj ar-Rumiya,2,64,81,144,12,1,32,32,16,64,6.50,3.50,3.00,0,0,0,0,0,0,0,0,0,1,0
Hund efter Hare (Thy),2,8,21,48,2,1,5,7,2,21,6.10,4.57,1.52,0,0,0,0,0,0,0,1,0,0,0
Sungka,2,8,16,23,1,2,2,9,2,16,4.38,2.88,1.50,0,0,0,0,1,0,0,1,0,0,0
Barbarian,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Ntyenge,2,7,16,22,1,1,2,8,4,25,4.50,2.75,1.75,0,0,0,0,1,0,0,1,0,1,0
O An Quan,2,6,12,17,2,2,2,7,2,22,4.17,2.83,1.33,1,0,0,0,1,0,0,1,0,1,0
Groups,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Claustro,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.00,0,0,0,0,0,0,0,1,0,0,0
Djara-Badakh,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0
Lewthwaite's Game,2,16,25,40,2,1,5,5,4,25,5.76,3.20,2.56,0,0,0,0,0,0,0,1,0,0,0
King's Valley,2,25,36,60,4,1,5,5,4,25,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Mandoli,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Capture the Queen,2,64,81,144,2,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Shatranj (Iraq),2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Verge,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Tandems,2,25,36,60,2,1,5,5,4,25,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Diagonals (2002),2,36,50,85,3,1,5,10,4,50,6.28,3.40,2.88,0,0,0,0,0,0,0,1,0,0,0
Julbahar,2,12,26,37,4,1,2,13,4,28,4.69,2.85,1.85,0,0,0,0,0,0,0,1,0,1,0
Shisima,2,0,9,16,2,1,3,3,8,9,3.56,3.56,0.00,0,0,0,0,0,0,0,1,0,0,0
